,Name,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,"OPP PTS
OFF TOV","OPP PTS
2ND CHANCE","OPP PTS
FB","OPP PTS
PAINT",DEF WS
185,Justin Holiday,IND,31,73,45,28,25,106.4,2.8,10.4,16.3,1.2,29.6,0.6,24,7.8,8,6.7,25.5,0.095
186,Anthony Davis,LAL,27,62,46,16,34.4,106.4,7,19.7,27.9,1.5,22.8,2.3,47,12.8,8.3,12.6,33,0.127
187,Skal Labissiere,ATL,24,33,14,19,17.2,106.5,3.2,15.5,23.3,0.2,10.8,0.9,43.7,5.6,5.9,4.2,16.8,0.063
188,Furkan Korkmaz,PHI,22,72,42,30,21.7,106.6,2.1,9.3,13.3,0.6,16.2,0.2,9.1,7.3,5.2,6.7,22.5,0.08
189,Kent Bazemore,SAC,30,68,32,36,24.8,106.6,3.9,14.4,21.2,1.1,28.8,0.6,19.7,7.7,7.2,6.8,22.7,0.092
190,Rudy Gobert,UTA,28,68,42,26,34.3,106.6,10.1,27.6,38.6,0.8,17.4,2,68.5,12.1,8.6,9.1,32.7,0.123
191,Jamal Crawford,BKN,40,1,1,0,6,106.7,0,0,0,0,0,0,0,0,0,2,4,0.025
192,Myles Turner,IND,24,62,37,25,29.4,106.7,5.2,16.8,24.8,0.7,16.4,2.1,57.4,9,7.6,8.7,27.5,0.104
193,Thabo Sefolosha,HOU,36,41,27,14,10.6,106.7,1.8,15.2,23.1,0.6,29.6,0.3,29.3,3.2,3.2,3,11.2,0.039
194,Steven Adams,OKC,26,63,40,23,26.7,106.7,6,21.4,30.8,0.8,21,1.1,44.4,8.8,6.3,5.4,26.5,0.096
195,Domantas Sabonis,IND,24,62,37,25,34.8,106.8,9.4,26.2,38.3,0.8,14.4,0.5,14.9,10.2,8.5,9.7,33.5,0.123
196,Jaylen Brown,BOS,23,57,38,19,33.9,106.8,5.3,14.9,21.6,1.1,20.1,0.4,9.6,10.2,8.9,8.9,31.1,0.12
197,Al Horford,PHI,34,67,39,28,30.2,106.8,5.3,17.1,23.5,0.8,15.5,0.9,29.8,10,7,8.4,30.7,0.108
198,Justin Anderson,BKN,26,10,6,4,10.7,106.8,2,16.7,22.7,0,0,0.6,54.5,3.6,3.2,3,10.2,0.039
199,Rodney McGruder,LAC,28,56,38,18,15.6,106.8,2.2,12.3,18.1,0.5,22,0.1,9.4,6.1,4.5,3.7,16.1,0.057
200,Zion Williamson,NOP,19,24,11,13,27.8,106.9,3.6,11.4,16.2,0.7,14.5,0.4,13.6,12,7.4,9.2,29.5,0.101
201,T.J. Warren,IND,26,67,42,25,32.9,106.9,3.2,9.2,13.7,1.2,23,0.5,13.8,10.2,8.3,9.3,32.9,0.115
202,Isaac Bonga,WAS,20,66,22,44,18.9,106.9,2.3,12.1,17.7,0.7,19.4,0.3,19.5,7,4.9,5.5,18.1,0.067
203,Aaron Holiday,IND,23,66,42,24,24.5,106.9,2,7.7,11.5,0.8,22.8,0.2,9,7.2,7.1,7.2,23.9,0.086
204,Garrett Temple,BKN,34,62,30,32,27.9,106.9,3,9.6,13.9,0.8,22.5,0.5,18,10.2,7.7,7.2,25.9,0.098
205,Will Barton,DEN,29,58,38,20,33,106.9,5,14.7,21.7,1.1,18.2,0.5,15.9,10.1,8.7,8.1,33.7,0.115
206,Otto Porter Jr.,CHI,27,14,5,9,23.6,107,2.5,10.8,17,1.1,24.6,0.4,19.4,7.9,7.4,5.7,25.1,0.083
207,Jerian Grant,WAS,27,6,1,5,13.4,107,0.7,5.6,8,0.2,14.3,0.2,33.3,4.7,1.3,2.3,13.7,0.046
208,Luke Kornet,CHI,24,36,11,25,15.5,107,1.7,11.8,17.2,0.3,10.1,0.7,60.5,4.6,4.2,3.1,16.3,0.054
209,Marko Guduric,MEM,25,44,19,25,11,107.1,1.3,11.5,17.1,0.3,13.6,0.2,15.7,5.1,3.5,3,9.7,0.039
210,Dante Exum,CLE,24,35,10,25,13.9,107.1,1.6,10.9,15.4,0.4,21.7,0.2,18.2,5.5,4,2.8,14.3,0.049
211,Chris Paul,OKC,35,70,44,26,31.5,107.1,4.6,14.3,20.8,1.6,28.7,0.2,5.6,9.5,7.9,6.9,30.9,0.11
212,Mychal Mulder,GSW,26,7,3,4,29.1,107.1,2.9,9.3,14,0.3,8,0.1,6.3,9.1,9.9,9.4,28,0.099
213,Gary Harris,DEN,25,56,37,19,31.8,107.1,2.4,7.7,11.3,1.4,24.6,0.3,9.3,10.4,7.9,8.2,31.5,0.109
214,T.J. McConnell,IND,28,71,44,27,18.7,107.1,2.1,10.7,16.6,0.8,26.2,0.2,8.9,5.6,5.6,5.3,19.5,0.066
215,Russell Westbrook,HOU,31,57,36,21,36,107.1,6.2,15.7,23.8,1.6,23.2,0.4,9.3,12.8,10.4,11.3,39,0.127
216,Kentavious Caldwell-Pope,LAL,27,69,51,18,25.5,107.2,1.5,5.6,8.2,0.8,18.9,0.2,5.8,9,6.2,8.6,24.4,0.088
217,Chimezie Metu,SAS,23,18,8,10,5.8,107.2,1.2,18.6,26.9,0.2,25,0.3,40,3.1,2.2,1.4,6.9,0.02
218,Tobias Harris,PHI,27,72,43,29,34.3,107.2,5.9,17.2,23.4,0.7,13.2,0.6,15.3,10.8,7.6,9.6,33.8,0.116
219,Royce O'Neale,UTA,27,71,44,27,28.9,107.3,5.1,16.5,23.1,0.8,22.7,0.5,18.9,10,7.3,7.5,28,0.099
220,Jonas Valanciunas,MEM,28,70,32,38,26.4,107.3,8.2,27.9,38.6,0.4,11.6,1.1,38.6,9.4,6.6,7.6,24.1,0.09
221,Lauri Markkanen,CHI,23,50,18,32,29.8,107.3,5.1,17.4,25.2,0.8,14.1,0.5,18.3,11.7,7.9,7.7,31.4,0.103
222,Edmond Sumner,IND,24,31,16,15,14.4,107.3,1.1,7.3,11.5,0.5,19,0.3,18,4.3,4.8,3.3,15.2,0.051
223,Rajon Rondo,LAL,34,48,37,11,20.5,107.3,2.5,11.9,17.6,0.8,23.7,0,1.6,6.8,4.9,6.4,19.9,0.07
224,Ben Simmons,PHI,23,57,35,22,35.4,107.3,5.8,15.9,22.1,2.1,33.5,0.6,14.7,12.1,8.7,10.5,34.5,0.122
225,Dwight Powell,DAL,28,40,25,15,26.5,107.4,3.8,13.2,19.1,0.9,24.1,0.6,22.4,9,7.2,8.5,26.9,0.089
226,Tim Frazier,DET,29,27,9,18,13.1,107.4,0.9,7.1,10.7,0.5,21.5,0.1,13.3,5.2,3.5,3.4,13.4,0.045
227,Lou Williams,LAC,33,65,44,21,28.7,107.4,2.6,8.1,12,0.7,17.2,0.2,6.7,9.9,8.2,8.6,27.8,0.098
228,Emmanuel Mudiay,UTA,24,54,34,20,15.7,107.4,2,11.7,16.6,0.4,22.6,0.2,11.5,6.4,4.1,4.1,16.3,0.055
229,Clint Capela,ATL,26,39,22,17,32.8,107.4,9.5,26.5,38.6,0.8,15.4,1.8,49,12.8,9.1,11.5,35.8,0.111
230,Naz Reid,MIN,20,30,8,22,16.5,107.6,3,17.6,25,0.6,23.2,0.7,44,5.8,3.7,4.6,19,0.055
231,Mike Conley,UTA,32,47,26,21,29,107.6,2.5,8.3,11.9,0.8,21.1,0.1,4.3,10.1,7.7,7.7,29,0.097
232,Cory Joseph,SAC,28,72,31,41,24.4,107.6,2,8.2,11.8,0.7,19.1,0.3,14.8,8.3,5.8,5.5,23.4,0.081
233,Bruno Fernando,ATL,21,56,18,38,12.7,107.6,2.3,17.9,26.3,0.3,17.1,0.3,31.5,5.8,3.8,3.7,13.8,0.042
234,Bam Adebayo,MIA,22,72,44,28,33.6,107.7,7.8,22.4,31,1.1,23.1,1.3,41.5,11.7,8.4,7.4,30.2,0.11
235,Willie Cauley-Stein,DAL,26,54,16,38,20.3,107.7,4.3,20.2,29.4,0.9,24.9,1.1,46.9,6.6,6.1,6.5,18.7,0.067
236,Chris Clemons,HOU,22,33,19,14,8.8,107.7,0.8,8,12.7,0.3,21.4,0.2,24,3.2,3.1,2.5,9.4,0.03
237,Jamal Murray,DEN,23,59,38,21,32.3,107.7,3.2,10.1,14.5,1.1,22.5,0.3,10.8,10.5,7.4,8.2,31.9,0.105
238,Jarrell Brantley,UTA,24,9,3,6,10.7,107.7,2,18.9,26.9,0.3,27.3,0.6,41.7,4,2,3.1,11.6,0.036
239,Cheick Diallo,PHX,23,47,20,27,10.2,107.7,2.1,20.8,31.7,0.2,12.8,0.3,32.4,3.5,2.5,2.6,10.4,0.033
240,Cody Martin,CHA,24,48,16,32,18.8,107.7,2.5,14,21.2,0.8,27.9,0.2,12.3,5.7,4.1,4.4,17.9,0.063
241,Alex Len,SAC,27,55,18,37,17.6,107.8,4,20.2,29.4,0.4,15.6,0.9,42.1,7.1,5,5.3,17.5,0.06
242,Brandon Clarke,MEM,23,58,29,29,22.4,107.8,4.4,17.7,26.3,0.6,15.3,0.8,31.2,8.7,6.3,6.1,20.9,0.075
243,Damyean Dotson,NYK,26,48,14,34,17.4,107.8,1.7,9.1,13.1,0.5,18.1,0.1,5.3,6.7,4.7,3.7,15.8,0.058
244,Derrick Favors,NOP,28,51,24,27,24.4,107.9,6.6,24.9,35.1,0.6,15.5,0.9,35.7,10,6.3,8.4,25.2,0.078
245,Bojan Bogdanovic,UTA,31,63,41,22,33.1,108,3.5,10,13.8,0.5,13.9,0.1,4.2,12,8.2,9.3,31.6,0.105
246,Terrence Ross,ORL,29,69,31,38,27.4,108,3,10.8,15.9,1.1,24.5,0.3,10.3,8.6,6.5,6.9,25.3,0.088
247,Jimmy Butler,MIA,30,58,38,20,33.8,108,4.8,13.9,19.3,1.8,32.3,0.6,18.8,10.9,8.3,7.7,30.7,0.106
248,Thaddeus Young,CHI,32,64,22,42,24.9,108.1,3.5,14.5,21.4,1.4,26.4,0.4,17.3,9.3,6.5,6.8,25.5,0.08
249,Mikal Bridges,PHX,23,73,34,39,28,108.1,3.1,10.7,15.5,1.4,29.5,0.6,25.8,9.3,7,7,28.8,0.09
250,Rudy Gay,SAS,33,67,30,37,21.8,108.1,4.5,19.4,27.5,0.5,15.1,0.5,18.5,7.4,5.8,6,20.4,0.071
251,Michael Carter-Williams,ORL,28,45,21,24,18.5,108.1,2.2,12.1,18.1,1.1,32.9,0.5,18.6,6,4.3,4.8,17.2,0.059
252,Georges Niang,UTA,27,66,41,25,14,108.1,1.7,11.7,17.2,0.3,15.1,0.1,7.4,4.9,3.6,3.2,14.1,0.046
253,Kemba Walker,BOS,30,56,37,19,31.1,108.1,3.2,10,14.6,0.9,16.7,0.5,13.7,9.1,8.5,9,27.8,0.098
254,Dewayne Dedmon,ATL,30,44,17,27,17.6,108.1,4.3,24.1,35.4,0.6,19.8,0.9,47.1,5.8,5,4,15.6,0.054
255,Ja Morant,MEM,20,67,33,34,31,108.1,3.1,9,13,0.9,18.8,0.3,7.9,11.4,8.8,8.2,28.6,0.097
256,Wilson Chandler,BKN,33,35,16,19,21,108.2,3.8,16.4,23.1,0.5,16.7,0.3,17.9,8.6,5.6,6.2,19,0.067
257,Landry Shamet,LAC,23,53,34,19,27.4,108.2,1.8,5.8,8.5,0.4,10.9,0.2,7.1,9.6,7.5,6.7,25.6,0.086
258,James Harden,HOU,30,68,43,25,36.5,108.2,5.5,13.9,20.9,1.8,27.8,0.9,21.6,13.1,10.9,12,37.7,0.113
259,Brandon Goodwin,ATL,24,34,13,21,12.7,108.2,1.8,13.2,19.7,0.4,17.6,0.1,8.3,4.5,3.9,2.9,12.4,0.04
260,Goran Dragic,MIA,34,59,37,22,28.2,108.2,2.7,9,13.1,0.7,15.5,0.2,6,10.6,8.2,6.4,25.8,0.089
261,Ky Bowman,GSW,23,45,9,36,22.6,108.2,2.2,9.3,13.8,1,25.4,0.2,11.4,8.6,5.6,6.3,22.5,0.07
262,Cameron Johnson,PHX,24,57,28,29,22,108.3,2.4,10.9,15.5,0.6,19.3,0.4,19.6,7.6,5.7,5.7,22.4,0.07
263,Luguentz Dort,OKC,21,36,26,10,22.8,108.3,1.6,6.6,9.8,0.9,21.1,0.1,4.9,6.8,6.6,5.8,22.2,0.071
264,Taurean Prince,BKN,26,64,30,34,29,108.4,5.2,16.2,23.4,0.9,23.4,0.4,14.6,9.1,7.4,7.6,29.2,0.089
265,Ricky Rubio,PHX,29,65,32,33,31,108.4,4,12.8,17.9,1.4,29.2,0.2,6.4,10.2,7.8,8.1,32.2,0.097
266,Kenrich Williams,NOP,25,39,12,27,21.3,108.5,3.5,15.7,22.8,0.7,21.1,0.5,24.7,8.1,5.6,5.9,21.1,0.065
267,Maurice Harkless,NYK,27,62,39,23,23,108.5,3,11.7,16.9,0.9,25.8,0.5,20,8.6,6,7,21.9,0.073
268,Deandre Ayton,PHX,21,38,20,18,32.5,108.5,7.6,22.5,32.8,0.7,13,1.5,47.5,10.6,8.4,9.3,33.4,0.099
269,Mason Plumlee,DEN,30,61,38,23,17.3,108.6,3.6,19.5,29.6,0.5,20,0.6,32.8,6.1,4.7,4.4,16.9,0.054
270,Kevin Knox II,NYK,20,65,21,44,17.9,108.6,2.4,12.8,18.6,0.4,12.8,0.4,22.2,6.4,5,4.3,17.6,0.056
271,Donovan Mitchell,UTA,23,69,43,26,34.3,108.6,3.6,10.1,14.4,1,23.6,0.2,7.4,11.9,8.5,9,33.3,0.104
272,Frank Ntilikina,NYK,21,57,19,38,20.8,108.7,1.7,8.2,12,0.9,28.1,0.3,15,7.3,5.6,5.3,18.2,0.062
273,Danuel House Jr.,HOU,27,63,40,23,30.4,108.7,3.3,10.1,15.2,1.1,20.5,0.5,15.3,11,8.5,9.3,32.3,0.091
274,Christian Wood,DET,24,62,20,42,21.4,108.8,4.6,21.4,31.7,0.5,17.4,0.9,41.2,7.2,5.9,5.2,22.4,0.064
275,Andre Iguodala,MIA,36,21,10,11,19.9,108.8,2.9,13.2,19.8,0.7,20,1,36.2,7.9,6.1,4.4,16,0.062
276,Coby White,CHI,20,65,22,43,25.8,108.8,3.1,12.8,19.1,0.8,14,0.1,4.2,9,6.6,7.1,26.8,0.077
277,Tomas Satoransky,CHI,28,65,22,43,28.9,108.8,2.7,10.1,14.5,1.2,21,0.1,4.7,11.5,7.9,7.4,31,0.085
278,Robert Covington,HOU,29,70,27,43,30.5,108.8,5.7,18,26.3,1.6,28.3,1.3,33.7,10.8,8,8.2,30.1,0.089
279,Jalen McDaniels,CHA,22,16,7,9,18.3,108.8,3.1,17.2,26,0.5,17.8,0.2,16.7,6.6,4.6,5.1,16.6,0.054
280,Nikola Jokic,DEN,25,73,46,27,32,108.9,7.5,23.7,34.1,1.2,21.9,0.6,21.6,10.2,7.8,8.2,31.2,0.093
281,Jakob Poeltl,SAS,24,66,30,36,17.7,108.9,3.7,19.4,28,0.6,19.7,1.4,57.2,4.8,5,4.2,16.9,0.054
282,Dillon Brooks,MEM,24,73,34,39,28.9,108.9,2.4,7.6,10.8,0.9,19.3,0.4,11.5,10.2,7.9,8.3,27,0.085
283,P.J. Tucker,HOU,35,72,44,28,34.3,108.9,5.1,13.7,20.6,1.1,17.7,0.5,13.3,12.4,10,11.3,35.8,0.099
284,Chandler Hutchison,CHI,24,28,8,20,18.8,108.9,3.2,18,26.4,1,26.7,0.3,18.4,8.1,4.5,5.3,22.2,0.058
285,Jonah Bolden,PHX,24,7,6,1,6.7,108.9,0.9,14,21.4,0.4,33.3,0.3,40,5.3,2.7,1.4,6,0.02
286,Elie Okobo,PHX,22,55,23,32,13.1,109,1.3,10.2,16.1,0.4,20.9,0.1,6.9,4.3,4,3.1,13.6,0.038
287,Shabazz Napier,WAS,28,56,16,40,24,109,2.4,10,14.6,1.2,26.3,0.2,8.7,8.9,6.2,6.1,24.1,0.07
288,Frank Kaminsky,PHX,27,39,19,20,19.9,109,3.6,17.9,26,0.4,10.9,0.3,18.5,6.9,4.9,4.9,22.5,0.059
289,Kelly Olynyk,MIA,29,67,41,26,19.4,109,3.9,19.1,27.6,0.7,21.8,0.3,19.7,7.3,5.4,4.2,17.7,0.057
290,Robert Williams III,BOS,22,29,19,10,13.4,109,3,20.9,33.7,0.8,26.2,1.2,63.6,4.8,4.9,3.5,11.8,0.04
291,Patty Mills,SAS,31,66,28,38,22.5,109,1.3,5.4,7.9,0.8,22.5,0.1,3.2,6.3,6.3,5.4,21.1,0.067
292,Mitchell Robinson,NYK,22,61,20,41,23.2,109.1,4,16,23.3,0.9,23.6,2,62.6,8.7,6.1,6.2,19.4,0.068
293,Devontae Cacok,LAL,23,1,0,1,8.9,109.1,3,33.3,50,0,0,0,0,5,5,5,18,0.03
293,Jaylen Hoard,POR,21,13,7,6,7.9,109.1,1.4,15.8,24.3,0.4,27.8,0,0,2.4,1.8,1.5,8.2,0.023
295,Kendrick Nunn,MIA,24,67,42,25,29.3,109.1,2.4,7.9,10.9,0.8,18.2,0.2,9,10.8,7.7,6.6,26.6,0.084
296,Dwayne Bacon,CHA,24,39,10,29,17.6,109.1,2.2,12.4,19.1,0.6,22.5,0.1,3.9,6.3,4.6,4.9,20.4,0.052
297,Ben McLemore,HOU,27,71,44,27,22.8,109.2,1.9,7.9,12.1,0.6,15.3,0.2,9.8,8.4,6.6,6.8,25,0.065
298,Derrick White,SAS,25,68,32,36,24.7,109.2,2.8,10.5,15,0.6,18.4,0.9,30.3,7.6,6.8,6,23.4,0.071
299,Svi Mykhailiuk,DET,23,56,17,39,22.6,109.2,1.6,7.1,10.4,0.7,19.2,0.1,3.6,6.9,5.7,5.7,23.7,0.065
300,Nikola Vucevic,ORL,29,62,28,34,32.2,109.2,8.6,27,36.6,0.9,15.8,0.8,27,8.7,6.8,7.1,31.4,0.092
301,Shai Gilgeous-Alexander,OKC,21,70,43,27,34.7,109.2,5.2,14.6,21.2,1.1,20.2,0.7,20.1,11.3,9.2,7.4,36.5,0.099
302,Tyus Jones,MEM,24,65,32,33,19,109.2,1.4,7.1,10.5,0.9,26.2,0.1,3.9,7.2,5.2,6.5,19.4,0.055
303,Maxi Kleber,DAL,28,74,42,32,25.5,109.2,3.7,13.6,19.6,0.3,11.1,1.1,43.7,7.3,7.4,8.3,26.1,0.073
304,Alen Smailagic,GSW,19,14,1,13,9.9,109.2,1.2,11,17.5,0.2,15.8,0.3,28.6,3.1,3.9,4.2,8.1,0.029
305,Kristaps Porzingis,DAL,24,57,32,25,31.8,109.3,7.7,22.1,31.2,0.7,16.9,2,56.1,9.1,8.3,10.8,29,0.091
306,Gary Clark,ORL,25,42,23,19,13.5,109.3,1.7,11.6,18.1,0.1,7.1,0.5,33.8,4.8,4,4.2,14,0.04
307,Marco Belinelli,SAS,34,57,27,30,15.5,109.3,1.6,9.7,13.7,0.2,9.8,0,0.9,5.1,4.3,3.8,15.9,0.045
308,Jarrett Culver,MIN,21,63,19,44,23.9,109.3,2.3,9.2,13.3,0.9,21.1,0.6,19.7,8.1,6.5,6.3,25.2,0.068
309,Trevor Ariza,POR,35,53,22,31,28.2,109.3,4,13.7,20.2,1.3,30.1,0.3,9,9.6,7.3,8.9,26.3,0.078
310,Monte Morris,DEN,25,73,46,27,22.4,109.3,1.5,6.7,10.1,0.8,20,0.2,9.2,7.2,6.1,5.6,22.3,0.064
311,Jeff Green,HOU,33,48,28,20,20,109.4,2.3,10.8,16.3,0.5,16.3,0.4,19.6,7.9,5.1,6.3,21.2,0.056
312,Tony Bradley,UTA,22,58,36,22,11.4,109.4,2.7,22.6,32.4,0.2,20,0.6,60,3.9,3.1,2.5,12.9,0.033
313,Spencer Dinwiddie,BKN,27,64,30,34,31.2,109.4,3,8.5,12.3,0.6,17,0.3,11.5,10.3,8.3,8.8,30.4,0.086
314,Lonnie Walker IV,SAS,21,61,29,32,16.2,109.4,1.9,11,16.1,0.5,21.6,0.2,10.8,4.9,4.9,3.3,15.9,0.046
315,Tyler Johnson,BKN,28,39,16,23,18.2,109.4,1.5,7.6,11.3,0.4,15.5,0.2,13.6,6,5.2,5.1,17.9,0.052
316,Anzejs Pasecniks,WAS,24,27,9,18,16.2,109.4,2.4,15.3,22.8,0.3,11.7,0.4,36.4,4.2,4.4,2.9,17.5,0.045
317,Jrue Holiday,NOP,30,61,26,35,34.7,109.5,3.5,9.5,13.7,1.6,28.6,0.8,21.5,13.4,9.4,11.4,35.3,0.095
318,Delon Wright,DAL,28,73,42,31,21.5,109.5,2.9,12.4,18.2,1.2,39.5,0.3,13.8,6.6,6,7,22.2,0.06
319,Dorian Finney-Smith,DAL,27,71,40,31,29.9,109.5,3.7,11.3,16.2,0.6,17.1,0.5,19.6,8.9,8.4,9.9,30,0.082
320,Caris LeVert,BKN,25,45,21,24,29.6,109.5,3.1,9.6,13.9,1.2,29.3,0.2,9.1,10.2,7.8,8.1,29,0.082
321,Khem Birch,ORL,27,48,19,29,19.2,109.5,2.7,14.4,20.5,0.4,12.7,0.5,23.7,6.2,4.5,5.1,18.8,0.053
322,Evan Fournier,ORL,27,66,28,38,31.4,109.5,2.3,7.4,10.4,1.1,20,0.2,6.7,8.4,7.1,6.8,30.3,0.087
323,Reggie Bullock Jr.,NYK,29,29,9,20,23.6,109.6,1.9,8.2,11.5,0.9,22.3,0.1,4.8,8.3,5.4,7,22.3,0.065
324,Tyler Herro,MIA,20,55,34,21,27.4,109.6,3.8,13.1,18.8,0.6,15.3,0.2,6.8,10.5,7.8,6.7,26.6,0.075
325,Jarrett Allen,BKN,22,70,33,37,26.5,109.6,6.5,22.6,33,0.6,16.5,1.3,51.1,8.3,7,7.2,26.3,0.071
326,Richaun Holmes,SAC,26,44,16,28,28.2,109.6,5.3,19.1,28,0.9,20.5,1.3,48.7,9.7,6.8,6.3,27,0.076
327,Jordan Bell,CLE,25,29,8,21,8.8,109.7,1.8,18.7,26.4,0.1,7.1,0.3,27.8,4.2,2.5,2.2,8.6,0.025
328,Jeremy Pargo,GSW,34,3,0,3,14.8,109.7,0.7,4.8,7.1,0.3,9.1,0,0,4.7,5,4.3,13.3,0.04
329,Jaxson Hayes,NOP,20,64,28,36,16.9,109.7,2.5,14,21.1,0.4,14.6,0.9,47.8,6.7,4.8,5.2,17.9,0.047
330,J.J. Barea,DAL,36,29,15,14,15.5,109.7,1.5,9.7,14,0.2,8.5,0.1,5,4.1,4.2,5.4,16.1,0.042
331,Omari Spellman,MIN,22,49,11,38,18.1,109.7,2.9,15.5,23.5,0.7,22.6,0.5,27.9,6.5,4.8,5.4,19.4,0.047
332,Damion Lee,GSW,27,49,12,37,29,109.7,4.2,14.4,20.7,1,20.1,0.1,4.3,10.3,7.9,9,28.3,0.079
333,Nic Claxton,BKN,21,15,5,10,12.5,109.7,1.7,11.2,18.8,0.1,3.8,0.5,36.4,6,4.8,5.1,13.1,0.035
334,Aaron Gordon,ORL,24,62,30,32,32.5,109.7,5.9,18.1,25.2,0.8,16.2,0.6,18.3,9.3,7.5,7.6,31.3,0.088
335,Chris Silva,MIA,23,44,27,17,7.9,109.8,1.5,18.4,29.5,0.2,16.1,0.5,56.8,4.2,2.7,2.3,7,0.022
336,Jeremy Lamb,IND,28,46,27,19,28.1,109.8,3.8,13.5,20.3,1.2,28.8,0.5,15.7,9.1,7.1,7.7,28.3,0.074
337,DaQuan Jeffries,SAC,22,13,4,9,10.9,109.8,1.2,10.5,14.7,0.3,16.7,0.1,14.3,4.2,3.4,1.8,10.5,0.032
338,Alec Burks,PHI,28,66,21,45,26.6,109.8,3.5,13.1,19.4,0.9,21.8,0.3,9.9,9.7,7,8.3,26.7,0.072
339,Marcus Morris Sr.,LAC,30,62,26,36,31.2,109.9,4.1,12.8,18.2,0.8,15.9,0.5,16.8,9.8,7.6,8.6,26.4,0.08
340,Marvin Williams,MIL,34,58,21,37,19.5,109.9,2.6,13.2,20,0.6,23.4,0.5,27.3,8.1,5.5,5.3,19.1,0.049
341,Joe Harris,BKN,28,69,33,36,30.8,109.9,3.4,10.2,14.5,0.6,14.7,0.2,8.5,9.5,7.6,8.8,31.4,0.08
342,Markieff Morris,LAL,30,58,22,36,20.5,109.9,3.1,14.4,21.8,0.5,16.6,0.3,14.9,8.1,5.5,5.8,20.4,0.053
343,Admiral Schofield,WAS,23,33,9,24,11.2,110,1.2,10.6,17,0.2,14.5,0.1,10.5,3.4,3.5,2.3,10.7,0.029
344,Jordan Poole,GSW,21,57,12,45,22.3,110,1.9,8.7,13,0.6,15.7,0.2,9.9,8.4,5.6,7,23.8,0.059
345,Jacob Evans,MIN,23,29,8,21,14.4,110,1.1,7.7,11.4,0.4,14.5,0.4,31.6,4.1,3.3,4.4,14,0.037
346,Courtney Lee,DAL,34,24,15,9,14.4,110.1,1,7,9.9,0.8,33.3,0.3,15.4,4.3,4.3,6.1,16.3,0.038
347,Vlatko Cancar,DEN,23,14,7,7,3.2,110.1,0.4,11.9,15.6,0.1,16.7,0.1,33.3,1.5,0.6,0.6,2.6,0.009
348,Vince Carter,ATL,43,60,19,41,14.6,110.1,1.8,11.4,17.6,0.4,18.4,0.4,27.2,5.7,4.5,3.7,15.3,0.037
349,P.J. Washington,CHA,21,58,22,36,30.3,110.1,4.4,14.5,21.4,0.9,21.2,0.8,30.1,10.5,8.3,7.5,32.6,0.078
350,Treveon Graham,ATL,26,55,21,34,16.9,110.1,1.8,9.9,15,0.4,16.3,0.1,5.6,5.7,5.3,3.7,17.2,0.044
351,Tim Hardaway Jr.,DAL,28,71,41,30,29.5,110.1,2.9,9,12.9,0.6,15.4,0.1,2.4,8.2,8.3,10,29,0.076
352,Bobby Portis,NYK,25,66,21,45,21.1,110.2,3.9,18,25.7,0.5,15.4,0.3,13.8,7.6,5.7,4.9,19.2,0.054
353,Michael Frazier II,HOU,26,13,7,6,11.1,110.2,0.7,6.7,9.8,0.2,5.7,0,0,5.5,2.9,3.2,11.7,0.03
354,James Ennis III,ORL,29,69,42,27,18.3,110.2,2.5,13.7,19.2,0.5,16.2,0.3,16.9,6.4,4.7,5,20.1,0.048
355,E'Twaun Moore,NOP,31,56,27,29,18.2,110.3,1.8,9.5,13.6,0.6,20,0.2,10.6,7.1,5.1,5.1,21,0.046
356,Nicolo Melli,NOP,29,60,26,34,17.4,110.3,2.4,13.2,19.7,0.6,21.8,0.4,23.5,6.9,5,5.5,19.3,0.044
357,Lonzo Ball,NOP,22,63,26,37,32.1,110.3,5,14.2,20.4,1.4,27.8,0.6,16.6,13.3,9,10.6,35.2,0.081
358,Bruce Brown,DET,23,58,18,40,28.2,110.4,3.7,13.1,19.4,1.1,25.3,0.5,17.1,10.7,8.1,6.7,30.2,0.07
359,Austin Rivers,HOU,27,68,43,25,23.4,110.4,2.2,8.9,13.4,0.7,17.3,0.1,6.7,8.4,6.5,6.9,25.8,0.059
360,Draymond Green,GSW,30,43,10,33,28.4,110.4,5.7,19.2,27.6,1.4,28.4,0.8,26.4,10.7,7.3,8.1,26.8,0.072
361,Ed Davis,UTA,31,28,16,12,10.8,110.4,2.5,23.4,35.5,0.4,23.4,0.3,40.9,4.4,1.8,3.3,9.6,0.027
362,Corey Brewer,SAC,34,5,2,3,6.5,110.4,1.2,20,30,0.8,50,0,0,2.2,2.4,0.8,5.2,0.018
363,Eric Gordon,HOU,31,36,21,15,28.2,110.4,1.7,5.6,8.6,0.6,13.9,0.4,11.8,10,9.3,8.5,31.9,0.072
364,Derrick Jones Jr.,MIA,23,59,34,25,23.3,110.4,2.8,11.5,16.4,1,27.4,0.6,29.5,8.7,6.2,5.1,22,0.058
365,Kelly Oubre Jr.,PHX,24,56,22,34,34.5,110.4,5.3,15.1,22,1.3,22.3,0.7,24.8,12.1,8.9,9.5,36.4,0.086
366,Markelle Fultz,ORL,22,72,33,39,27.7,110.5,2.7,10,13.8,1.3,26,0.2,5.7,7.8,5.9,6.3,27,0.069
