,Name,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,"OPP PTS
OFF TOV","OPP PTS
2ND CHANCE","OPP PTS
FB","OPP PTS
PAINT",DEF WS
187,Wesley Matthews,MIL,35,49,33,16,20.5,107.7,1.3,5.6,7.9,0.5,15.5,0.2,9.6,5.9,5.6,4.4,18.4,0.077
188,Emmanuel Mudiay,SAC,26,2,0,2,5.5,107.7,0,0,0,0.5,50,0,0,2,1,1.5,8,0.023
189,Trey Murphy III,NOP,22,62,31,31,13.9,107.8,1.6,12.2,17.2,0.4,15.9,0.1,10.6,4.9,3.5,3.7,12.8,0.052
190,Gary Clark,NOP,27,38,20,18,10,107.8,1.8,17.4,26.5,0.3,19.1,0.2,15.2,3.4,3.5,1.6,9.1,0.038
191,Jalen Suggs,ORL,21,48,16,32,27.2,107.8,3,10.2,14.7,1.2,30.1,0.4,15.1,9.2,7.9,7.1,23.5,0.102
192,Desmond Bane,MEM,24,76,53,23,29.8,107.8,3.8,11.8,17.3,1.2,20.7,0.4,9.3,8.6,8,8.5,28.3,0.109
193,Joel Embiid,PHI,28,68,45,23,33.8,107.8,9.6,27.3,39.4,1.1,22.4,1.5,40.4,9.5,8.8,10,32.6,0.124
194,Josh Richardson,SAS,28,65,38,27,24.6,107.8,2.2,8.7,13,0.9,22.1,0.4,15.8,8.3,6.6,5.2,22.9,0.088
195,Zach Collins,SAS,24,28,14,14,17.9,107.8,3.8,19.7,28.4,0.5,15.5,0.8,48.9,6.7,5.4,5.1,18.6,0.068
196,Duncan Robinson,MIA,28,79,52,27,25.9,107.9,2.3,8.9,12.6,0.5,12.8,0.2,11.4,8.4,6.3,6.6,21.6,0.094
197,Markieff Morris,MIA,32,17,10,7,17.5,107.9,1.6,8.9,12.6,0.4,16.7,0.1,11.1,6.1,3.7,5,16,0.066
198,Norvel Pelle,UTA,29,3,0,3,6.3,107.9,1,15.8,25,0,0,0.3,100,3.3,2,2.7,6.7,0.023
199,Dennis Schroder,HOU,28,64,32,32,28.7,107.9,2.8,9.7,14.4,0.8,18.9,0.1,3.8,9,7.6,6.7,26.7,0.101
200,Giannis Antetokounmpo,MIL,27,67,45,22,32.9,107.9,9.6,26.7,36.6,1.1,20.2,1.4,46.7,10.3,8.1,6.6,28.3,0.122
201,Naz Reid,MIN,22,77,42,35,15.8,107.9,2.6,16.1,25.1,0.5,17.2,0.9,43.3,5.5,4.6,4.6,14.1,0.059
202,Rodney Hood,LAC,29,52,30,22,13.6,107.9,1.2,8.1,12.5,0.3,12.6,0.1,10.2,4.3,4.1,3.3,12.8,0.05
203,Naji Marshall,NOP,24,55,23,32,13.4,108,1.9,14.2,20.6,0.6,24.3,0.1,15.1,4.9,3.5,3.9,13.1,0.05
204,Justin Champagnie,TOR,21,36,21,15,7.8,108,1,12.6,18.9,0.2,16,0.1,16.7,2.4,2.1,2,6.9,0.029
205,Grant Williams,BOS,23,77,49,28,24.4,108,2.7,10.7,16,0.5,14,0.7,23.7,8.5,6.1,6.1,22.7,0.089
206,Omer Yurtseven,MIA,24,56,39,17,12.6,108,3.7,29.3,42.6,0.3,16.2,0.4,33.9,4.7,3.6,3.2,10.6,0.046
207,Olivier Sarr,OKC,23,22,6,16,19.1,108,2.7,13.3,18.9,0.3,8.3,0.7,31.3,7.5,5.2,4.4,17.1,0.07
208,Klay Thompson,GSW,32,32,17,15,29.4,108,3.4,10.6,15.6,0.5,10.3,0.5,20.7,10.3,7.9,8.6,28.4,0.108
209,Furkan Korkmaz,PHI,24,67,44,23,21.1,108,2.3,10.4,15.8,0.5,14,0.1,5.7,6.7,6.7,6.2,20.4,0.077
210,Alec Burks,NYK,30,81,37,44,28.6,108.1,4.3,14.8,21.2,1,23.8,0.3,11.4,8.6,7,6.6,26,0.103
211,Tyler Herro,MIA,22,66,44,22,32.6,108.1,4.5,13.3,19.9,0.7,13.4,0.1,4.9,11.7,9.8,8,29.3,0.118
212,Max Strus,MIA,26,68,46,22,23.3,108.1,2.6,11.2,15.9,0.4,13.3,0.2,15.8,8.3,5.8,6,19.4,0.084
213,OG Anunoby,TOR,24,48,31,17,36,108.1,4,11.6,16.9,1.5,20.2,0.5,14.9,10.4,9.5,8.8,34.4,0.129
214,Devin Booker,PHX,25,68,56,12,34.5,108.1,4.4,11.7,17.1,1.1,18.6,0.4,12.7,10.4,10.8,8.2,32.8,0.124
215,Aaron Holiday,PHX,25,63,34,29,16.2,108.2,1.6,9.2,13.3,0.7,28.2,0.1,8.3,5,4.2,3.8,15.1,0.057
216,Kyle Anderson,MEM,28,69,46,23,21.5,108.3,4.3,19.6,28.3,1.1,24.9,0.7,24.9,6.9,5.8,5.8,22.6,0.078
217,Marcus Garrett,MIA,23,12,11,1,10.7,108.3,1.2,10.8,16.1,0.4,27.8,0.3,30,3.8,3.4,2.4,8.5,0.037
218,Chris Chiozza,GSW,26,34,21,13,10.9,108.3,0.8,7.3,10.6,0.4,21.3,0,0,4.5,2.7,2.6,9.8,0.038
219,Daniel Theis,BOS,30,47,20,27,20.8,108.4,3.6,15.9,23.2,0.4,14.2,0.7,29.5,9.1,5.7,5.8,19.6,0.075
220,Jimmy Butler,MIA,32,57,38,19,33.9,108.4,4.1,12.5,17.6,1.6,29.7,0.5,23.7,11.3,8.5,8.1,29.5,0.118
221,Scottie Barnes,TOR,20,74,43,31,35.4,108.4,4.9,14.1,21.1,1.1,16.7,0.7,22.5,10.5,10.3,8.5,33.8,0.124
222,Neemias Queta,SAC,22,15,4,11,8,108.4,1.1,14.4,20,0.1,5.9,0.5,57.1,3.4,2,1.3,7.2,0.028
223,Bobby Portis,MIL,27,72,46,26,28.2,108.5,6.6,21.8,30.1,0.7,16.5,0.7,32.1,8.7,7.4,5.7,23.9,0.098
224,Matt Thomas,CHI,27,40,23,17,11.5,108.5,1.2,9.6,13.5,0.2,17,0.1,6.1,3.3,2.5,3.1,12.8,0.04
225,Fred VanVleet,TOR,28,65,39,26,37.9,108.5,3.8,10,15.1,1.7,24.6,0.5,15.5,11.3,10.7,9,35.1,0.131
226,Danny Green,PHI,35,62,37,25,21.8,108.5,2,9.1,13.1,1,27,0.6,26.6,7.6,5.4,7.3,20.3,0.077
227,Davis Bertans,DAL,29,56,32,24,14.4,108.5,1.9,12.7,18.6,0.3,16.7,0.2,17.6,4.3,4.4,1.9,14.5,0.051
228,Trent Forrest,UTA,24,60,36,24,12.8,108.5,1.3,9.3,13.1,0.5,26.3,0.1,8.5,4.4,3.1,3.1,11.7,0.044
229,Moses Brown,CLE,22,40,19,21,8.6,108.5,2.4,25.7,36,0.2,14,0.4,48.5,3,2.1,2.5,7.4,0.031
230,Montrezl Harrell,CHA,28,71,36,35,23.1,108.5,4,16.3,23.8,0.4,13.4,0.6,29.1,7.4,6,4.5,22.9,0.079
231,Kelan Martin,BOS,26,30,14,16,15,108.6,1.3,8.6,12.8,0.4,19.4,0.3,18.4,5,4.4,3.8,15.9,0.051
232,Kent Bazemore,LAL,32,39,16,23,14,108.7,1.4,9.7,14.8,0.6,23.6,0.2,15.3,4.7,4.7,3.7,13.6,0.049
233,Rodney McGruder,DET,30,51,13,38,14.8,108.7,1.6,10.4,15.5,0.4,16.9,0.1,8.6,5.1,3.5,3.9,14.8,0.051
234,Jake Layman,MIN,28,34,20,14,6.8,108.7,0.9,12.3,17.8,0.2,16.7,0.1,20,2.3,2.1,1.6,6.1,0.024
235,Day'Ron Sharpe,BKN,20,32,12,20,12.2,108.8,2.5,19.8,28.4,0.3,17.9,0.5,36.6,4,2.7,3.4,12.4,0.041
236,Ziaire Williams,MEM,20,62,41,21,21.7,108.8,1.7,7.1,10.1,0.6,14.4,0.2,6.4,6.7,6,6.3,23.6,0.075
237,Wendell Carter Jr.,ORL,23,62,16,46,29.9,108.8,8.2,26,36.5,0.6,13.4,0.7,25.9,10.1,8,6.8,26.2,0.101
238,Delon Wright,ATL,30,77,42,35,18.9,108.8,2.2,11.6,17.1,1.2,38.1,0.2,14.1,5.9,5.1,4.2,18.3,0.064
239,Jamorko Pickett,DET,24,13,4,9,13.6,108.8,2,14.1,21.8,0,0,0.5,28,5.4,3.9,3.6,15.8,0.047
240,Greg Monroe,MIN,32,14,7,7,13.9,108.9,2.4,17.6,25.4,0.6,22.9,0.7,43.5,4.4,4.6,3.5,13.9,0.047
241,Anthony Gill,WAS,29,44,15,29,10.5,108.9,1.2,11.2,17,0.1,6.5,0.3,26.8,3.1,2.7,2.5,9.5,0.036
242,Moses Moody,GSW,20,52,35,17,11.7,108.9,1.2,9.8,13.7,0.1,7.7,0.2,20.8,4.7,3.2,4.2,10.8,0.04
243,Nikola Jokic,DEN,27,74,46,28,33.5,108.9,11,31.3,42.9,1.5,30.9,0.9,34.8,12.2,7.9,8.4,35.2,0.113
244,Anthony Davis,LAL,29,40,17,23,35.1,108.9,7.2,19.6,28.3,1.2,20.1,2.3,51.1,13.4,9,11.6,36.6,0.118
245,Serge Ibaka,MIL,32,54,30,24,16.3,108.9,3.5,19.7,27.3,0.2,10.3,0.6,47.1,5.7,4.1,4.1,15.7,0.054
246,Jock Landale,SAS,26,54,24,30,10.9,109,1.4,11.8,17.4,0.2,11.5,0.3,26.4,4.1,4.1,3,10.9,0.037
247,Terence Davis,SAC,25,30,11,19,17.9,109,2.8,13.8,20.5,0.8,28.4,0.4,16.4,6.1,5.8,3.8,17.5,0.06
248,Georges Niang,PHI,29,76,48,28,22.8,109,2.3,9.7,14.4,0.4,12.3,0.2,7.3,7.8,5.9,7.2,20.8,0.077
249,Austin Reaves,LAL,24,61,28,33,23.2,109,2.4,9.9,14.7,0.5,13,0.3,12,7.1,6.2,7.1,24.1,0.078
250,Kira Lewis Jr.,NOP,21,24,6,18,14.2,109,1.3,8.3,12,0.5,20.8,0,2.9,5.6,4,3.7,13.8,0.049
251,Jordan McLaughlin,MIN,26,62,36,26,14.5,109,1.2,7.5,11.4,0.9,31,0.2,8.9,4.8,4.4,3.5,14.2,0.05
252,Isaiah Thomas,CHA,33,22,12,10,15.2,109,1.1,7.1,11.1,0.3,12.5,0.2,12.8,5.5,5,4.5,13.9,0.051
253,Hassan Whiteside,UTA,33,65,40,25,17.9,109,5,27.5,38.9,0.3,11.7,1.6,71.5,6.8,4.8,4.7,17.6,0.06
254,Chuma Okeke,ORL,23,70,21,49,25,109.1,4.3,16.5,23.9,1.4,33.3,0.6,25.6,8.5,6.3,5.9,24,0.083
255,Markelle Fultz,ORL,24,18,6,12,20,109.1,2.5,11.6,16.7,1.1,32.3,0.3,13.9,6.8,5.6,6.6,19,0.067
255,Onyeka Okongwu,ATL,21,48,26,22,20.7,109.1,3.5,16.3,24.6,0.6,19.1,1.3,64.5,6.2,5.9,4.3,20,0.068
255,Rob Edwards,OKC,25,2,0,2,5.4,109.1,1.5,21.4,42.9,0,0,0,0,3,1,1,8,0.017
258,Jalen McDaniels,CHA,24,55,34,21,16.3,109.1,2.4,13.8,21.2,0.5,15.5,0.4,20.8,5,5.6,4.8,15.1,0.053
259,James Ennis III,DEN,31,7,3,4,7.9,109.2,1,12.1,18.9,0.3,20,0.3,25,2.7,2.3,1.6,8.6,0.027
260,Jaxson Hayes,NOP,22,70,29,41,20,109.2,2.9,14.6,21.5,0.5,12.5,0.8,43,6.4,5.7,4.2,19,0.066
261,Seth Curry,BKN,31,64,38,26,33.3,109.2,2.8,8.2,12.1,0.8,16.9,0.2,5.9,10.5,9,9.9,32,0.105
262,Cedi Osman,CLE,27,66,37,29,22.1,109.2,1.8,8,12.2,0.8,24.9,0.2,8.8,8.2,6.3,6,22.8,0.073
263,Jalen Smith,IND,22,51,29,22,18.1,109.3,4,21.6,31.8,0.3,12.1,0.8,39.8,6.3,4.9,5.2,18.7,0.06
264,Tre Jones,SAS,22,69,32,37,16.6,109.3,1.8,10.3,15.4,0.6,23.9,0.1,7.3,5.9,5.5,3.9,17.3,0.055
265,Jaden McDaniels,MIN,21,70,40,30,25.8,109.3,3.1,11.5,17.4,0.7,16.3,0.8,24,8.7,7.7,7,23.4,0.084
266,Isaac Okoro,CLE,21,67,34,33,29.6,109.3,1.9,6.5,9.2,0.8,19.6,0.3,12,10.4,7.2,7.3,29.5,0.096
267,Brandon Ingram,NOP,24,55,29,26,34,109.4,5.2,15.2,21.4,0.6,11.5,0.5,15.6,11,8.6,7.6,32.5,0.108
268,Jalen Brunson,DAL,25,79,50,29,31.9,109.4,3.4,10.5,15.3,0.8,19.7,0,1.4,9.1,8.8,7.7,31.3,0.101
269,Spencer Dinwiddie,DAL,29,67,38,29,29.6,109.4,3.5,11.1,16.4,0.7,18.6,0.2,6.7,8.6,8,5.8,29.2,0.097
270,Josh Giddey,OKC,19,54,17,37,31.5,109.4,6,17.5,25.6,0.9,18.8,0.4,12,10.8,9.5,6.7,31,0.101
271,Reggie Jackson,LAC,32,75,38,37,31.2,109.4,3.1,9.2,13.5,0.7,16.8,0.2,6.4,10.5,9.2,8.5,32.3,0.099
272,Svi Mykhailiuk,TOR,25,56,29,27,12.8,109.5,1.3,10.1,15.4,0.5,18.7,0.1,5.5,4.1,4.4,3,11.6,0.042
273,Gorgui Dieng,ATL,32,44,23,21,8.4,109.5,2,23.8,34,0.3,21.2,0.3,43.3,3.3,2,2.2,8.1,0.027
274,Davon Reed,DEN,27,48,29,19,13.9,109.5,2,14,19.3,0.5,21.6,0.2,18,4.9,3.3,3.5,13.7,0.045
275,Steven Adams,MEM,28,76,51,25,26.3,109.5,5.4,19.8,27.8,0.9,18.1,0.8,26.4,7.9,6.5,7.3,25.7,0.082
276,PJ Dozier,DEN,25,18,9,9,18.9,109.5,2.7,14.4,20.8,0.6,18.3,0.3,18.2,7.4,4.2,5.2,18.1,0.06
277,Deividas Sirvydis,DET,22,3,1,2,8.9,109.5,2,20,35.3,1,60,0.3,25,1.3,3,2.7,10.7,0.032
278,Lou Williams,ATL,35,56,33,23,14.3,109.5,1.3,8.4,12.6,0.5,21.9,0.1,3.9,3.8,3.9,3.3,14,0.045
279,Kristaps Porzingis,WAS,26,51,26,25,29,109.5,6.1,20.4,28.5,0.7,20.3,1.6,56.4,8.4,6.4,7.2,26.8,0.091
280,Pascal Siakam,TOR,28,68,40,28,37.9,109.6,6.6,18.2,26.4,1.3,18.4,0.6,17.6,10.5,9.7,9.3,35.7,0.118
281,Khris Middleton,MIL,30,66,44,22,32.4,109.6,4.8,13.6,18.9,1.2,21.6,0.3,10.5,10.5,9,6.8,28.5,0.103
282,Shake Milton,PHI,25,55,34,21,21.4,109.6,2,9.4,13.6,0.5,15.4,0.3,12.7,7.2,5.9,7.3,19.6,0.068
283,Mason Plumlee,CHA,32,73,40,33,24.6,109.6,5.3,20.5,29.6,0.8,18.4,0.7,34.2,8.2,7.5,7.4,24.7,0.077
284,Yuta Watanabe,TOR,27,38,21,17,11.7,109.6,1.9,15.8,25.1,0.3,13.6,0.4,29.6,3.9,4.5,2.9,11.3,0.039
285,Devin Cannady,ORL,26,5,2,3,28.9,109.6,1,3.2,4.4,1,27.8,0.6,30,8.8,8.2,6.8,26.8,0.09
286,Jeff Dowtin Jr.,ORL,25,9,4,5,12,109.6,1.1,9.7,12.7,0.6,23.8,0.1,12.5,4.4,3,3.1,11.6,0.038
287,Jrue Holiday,MIL,32,67,47,20,32.9,109.7,3.5,10,13.6,1.6,28.7,0.4,16.4,10.5,8.5,7,28.3,0.103
288,Jeremy Lamb,SAC,30,56,23,33,16.7,109.7,2.3,13.4,19.7,0.6,23.1,0.4,20.6,5.3,4.9,4.1,17.9,0.052
289,Chris Duarte,IND,25,55,21,34,28,109.7,3.4,11.7,16.9,1,24.1,0.2,5.7,9.8,7.8,7.3,29.1,0.087
290,Malik Fitts,BOS,24,15,13,2,4.2,109.7,1,18.5,27.8,0,0,0,0,1.7,1.7,1.7,3.2,0.014
291,Lamar Stevens,CLE,24,63,35,28,16.1,109.7,1.9,11.2,16.9,0.5,21.4,0.3,21.4,5.9,4.1,4,15.3,0.05
292,Kevin Durant,BKN,33,55,36,19,37.2,109.7,6.9,16.6,24.9,0.9,15.5,0.9,22,14,10.7,11.1,35.1,0.117
293,Robin Lopez,ORL,34,36,9,27,17,109.7,1.6,8.9,13.1,0.1,2.4,0.5,40.9,6,4.9,4.5,16.5,0.052
294,Tyrese Maxey,PHI,21,75,45,30,35.3,109.7,2.9,8,11.5,0.7,13.4,0.4,11.6,10.2,9.6,11.3,35.9,0.109
295,Bryn Forbes,DEN,28,75,36,39,17.1,109.8,1.1,6.3,9.1,0.3,11.7,0.1,4.4,6,4.5,3.8,16.5,0.054
296,Nicolas Batum,LAC,33,59,31,28,24.8,109.8,3.8,14.6,21.7,1,24.6,0.7,27.6,8.4,7.6,6.4,26.1,0.077
297,Patrick Beverley,MIN,33,58,33,25,25.4,109.8,3.1,11.9,18.2,1.2,23.9,0.9,31.1,8.3,7.6,7.9,24.6,0.078
298,D'Angelo Russell,MIN,26,65,39,26,31.9,109.8,2.9,8.9,13.6,1,16.7,0.3,9.2,10.8,9.4,10,32.2,0.099
299,Nerlens Noel,NYK,28,25,10,15,22.5,109.8,3.7,16.1,23.5,1.2,31.6,1.2,60.8,6.8,5,5.2,19.4,0.07
300,Nic Claxton,BKN,23,47,24,23,20.7,109.8,3.7,15.7,24.6,0.5,16.3,1.1,38.6,7.3,6,7,20,0.064
301,Andre Drummond,BKN,28,73,42,31,19.7,109.8,6.2,30.5,46,1.1,31.6,0.9,40.5,6.9,5.8,6,19,0.06
302,Myles Turner,IND,26,42,15,27,29.4,109.9,5.5,18.8,27.2,0.7,15.6,2.8,69.8,9,7.6,7,28.1,0.088
303,Lauri Markkanen,CLE,25,61,32,29,30.8,109.9,4.7,14.7,21.5,0.7,16.4,0.5,17.8,10.8,8.2,7.7,30.2,0.094
304,Tobias Harris,PHI,29,73,45,28,34.8,110,5.7,16.4,23.4,0.6,12.1,0.6,15.8,9.6,9.3,10.9,34.6,0.105
305,Luguentz Dort,OKC,23,51,17,34,32.7,110.1,3.4,9.7,14.1,0.9,17.5,0.4,10.7,10.8,9.5,7.3,32.3,0.099
306,Derrick Jones Jr.,CHI,25,51,28,23,17.6,110.1,2.1,12.1,17.2,0.5,17.6,0.6,38.8,5.3,5.1,4.2,18.5,0.054
307,Jusuf Nurkic,POR,27,56,25,31,28.2,110.1,8.1,28.3,38.9,1.1,24.8,0.6,21.9,9.1,6.1,8,25.9,0.084
308,Domantas Sabonis,SAC,26,62,21,41,34.4,110.1,8.9,26.4,36.2,1,19.3,0.4,13.2,11.7,8.6,9.2,34.9,0.102
309,Bruno Fernando,HOU,23,30,15,15,5.1,110.1,1.2,22.3,31.9,0,5,0.4,61.1,2.3,1.5,1.5,4.7,0.016
310,Kyle Guy,MIA,24,19,15,4,9.8,110.1,0.7,6.9,10.3,0.4,31.8,0.1,11.1,4.6,2.5,3.2,9.2,0.031
311,Talen Horton-Tucker,LAL,21,60,23,37,25.2,110.1,2.6,10,14.5,1,25.8,0.5,18.1,8.6,6.3,6.9,25.8,0.076
312,Gary Harris,ORL,27,61,16,45,28.4,110.1,1.4,4.8,7,1,21.5,0.1,5.6,9.8,7.7,7.3,26.9,0.085
313,Malik Beasley,MIN,25,79,46,33,25,110.1,2.5,10,14.9,0.5,12,0.2,5.4,8.4,7.2,7.4,23.7,0.075
314,Deni Avdija,WAS,21,82,35,47,24.2,110.1,4.5,18.2,26.3,0.7,20.8,0.5,22.4,7.7,6.1,4.3,22.5,0.073
315,Devin Vassell,SAS,21,71,29,42,27.3,110.2,3.7,12.8,19.5,1.1,23.5,0.6,20.7,9.1,7.7,6.5,28,0.082
316,Gary Trent Jr.,TOR,23,70,44,26,35,110.2,2.4,7,10.3,1.7,26.6,0.3,8.4,9.5,10.1,8.6,34.3,0.104
317,Tim Frazier,CLE,31,12,1,11,17.3,110.2,1.2,6.6,9.9,0.3,9.7,0.1,5.6,7.8,5.3,3.5,17.5,0.052
318,Robert Covington,LAC,31,71,34,37,27.3,110.2,4.7,16.7,24.1,1.5,30.3,1.3,39.6,8.7,7.3,6.9,25.9,0.081
319,Jonas Valanciunas,NOP,30,74,34,40,30.3,110.2,8.3,28,38.5,0.6,11.5,0.8,34.7,9.7,7.2,7.1,27.5,0.088
320,Herbert Jones,NOP,23,78,36,42,29.9,110.2,2.5,8.6,12.1,1.7,30.6,0.8,29.7,9.4,7.6,6.3,27.4,0.089
321,Emanuel Terry,PHX,25,3,2,1,6.1,110.3,2.3,38.9,70,0.3,16.7,0,0,6,1.7,2,9.3,0.018
322,JaMychal Green,DEN,32,67,36,31,16.2,110.3,3,18.7,26.8,0.6,24.3,0.4,29.9,6,3.8,4.3,16.2,0.048
323,Javonte Smart,MIA,23,17,11,6,11.8,110.3,1.1,9.4,13.2,0.4,21.4,0.2,17.6,3.2,3.2,3.4,9.2,0.036
324,Brad Wanamaker,WAS,32,23,10,13,13.9,110.3,1.4,10.7,15.6,0.3,13.7,0.3,14.6,5.1,4,4.6,13.3,0.041
325,Jevon Carter,MIL,26,66,39,27,13.7,110.3,1.5,9.7,14.2,0.4,21.2,0.2,14.7,4.1,3.7,3.4,13.2,0.04
326,Luka Doncic,DAL,23,65,44,21,35.4,110.3,8.3,23,33.7,1.2,23.4,0.6,18.4,10.5,10.5,9.2,35.9,0.104
327,Monte Morris,DEN,27,75,44,31,29.9,110.4,2.7,8.7,12,0.7,18.4,0.2,8.4,10.4,6.8,7.5,32,0.087
328,Dorian Finney-Smith,DAL,29,80,51,29,33,110.4,3.2,9.5,13.8,1.1,24.4,0.5,19.3,9.3,8.7,8.1,32.2,0.095
329,Freddie Gillespie,ORL,25,9,1,8,13.2,110.4,2.6,18.3,30.3,0.3,16.7,1,52.9,3,4.3,2.4,10.7,0.037
330,Zeke Nnaji,DEN,21,41,24,17,17,110.4,2.2,14.1,19.8,0.4,13.4,0.3,25.5,5.9,3.8,4.3,16.7,0.05
331,Paul Millsap,PHI,37,33,22,11,11.4,110.4,2.2,18.2,26.9,0.3,17.9,0.4,33.3,3.9,3.2,4.2,11.3,0.034
332,Will Barton,DEN,31,71,41,30,32.1,110.4,4.2,12.8,17.9,0.8,17,0.4,17,11.3,7.5,8.8,34.7,0.093
333,Jarred Vanderbilt,MIN,23,74,41,33,25.4,110.5,5.5,21.2,31.9,1.3,29,0.6,21.2,8.4,7.5,8.1,25,0.073
334,James Johnson,BKN,35,62,30,32,19.2,110.5,2.6,12.7,19.8,0.5,18,0.5,28.1,6.8,5.9,4.9,17.6,0.055
335,Damyean Dotson,NYK,28,2,1,1,10.3,110.5,1,11.1,13.3,0,0,0,0,3.5,2,2.5,12,0.027
336,Royce O'Neale,UTA,29,77,46,31,31.2,110.5,3.9,12,17.2,1.1,23.6,0.4,12.5,10.6,8.6,7.7,30.1,0.09
337,Bradley Beal,WAS,29,40,17,23,36,110.5,3.8,9.9,14.1,0.9,18.8,0.4,9.6,12.5,9.8,5.9,36.3,0.104
338,DeAndre' Bembry,MIL,27,56,31,25,18.3,110.5,2.2,10.6,16.5,0.9,32.2,0.4,19.2,6.2,5.4,5.3,18.8,0.052
339,Dennis Smith Jr.,POR,24,37,15,22,17.3,110.6,1.8,10.7,16,1.2,37.8,0.3,20,5.5,4.2,3.5,14.8,0.051
340,David Duke Jr.,BKN,22,22,10,12,15.5,110.6,1.7,10.5,15.4,0.6,29.2,0.3,17.9,4.2,4.3,3.9,15,0.045
341,Anthony Edwards,MIN,20,72,39,33,34.2,110.6,3.9,11.3,17,1.5,23.2,0.6,15.9,11.4,9.9,10.4,33.4,0.097
342,Dwight Powell,DAL,30,82,52,30,21.9,110.6,2.8,13.4,19.4,0.5,14.6,0.5,29.8,7.1,5.9,5.3,22.2,0.062
343,Jerami Grant,DET,28,47,11,36,31.9,110.7,3.5,10.8,15.9,0.9,21.6,1,31.2,11.2,8.1,6.8,32.2,0.089
344,Nickeil Alexander-Walker,UTA,23,65,29,36,22.6,110.7,2.3,10.3,14.9,0.7,19.5,0.4,16.8,8.1,6,5,21.1,0.064
345,Hamidou Diallo,DET,23,58,14,44,21.9,110.7,3.6,16.2,24.5,1.2,31.6,0.3,14.8,7.1,5.9,4.8,21.2,0.063
346,Patty Mills,BKN,33,81,44,37,29,110.7,1.7,5.5,8.4,0.6,15.2,0.2,6.4,10.3,8.4,8.7,29.2,0.082
347,Facundo Campazzo,DEN,31,65,38,27,18.2,110.7,1.4,8,11.4,1,32.5,0.4,23.5,6.7,4.2,4,17.3,0.051
348,Franz Wagner,ORL,20,79,21,58,30.7,110.8,3.4,10.6,15,0.9,20.6,0.4,14.5,10.3,8.3,7.7,27.1,0.086
349,Saben Lee,DET,23,37,8,29,16.3,110.8,1.9,11.3,17.5,1,36.7,0.3,18.8,6,4.3,3.8,19,0.046
350,Mychal Mulder,MIA,28,17,3,14,14.1,110.8,1.3,8.9,12.8,0.2,14.3,0.1,10.5,3.5,4.1,2.5,11.8,0.041
351,Maurice Harkless,SAC,29,47,15,32,18.4,110.8,2.1,11.4,16.7,0.6,20.9,0.5,29.6,7,4.9,5.3,19.3,0.051
352,Jeremiah Robinson-Earl,OKC,21,49,15,34,22.2,110.9,4.1,17.2,25,0.6,17.7,0.3,16.5,7.7,6.6,5,21.8,0.061
353,Taurean Prince,MIN,28,69,40,29,17.1,110.9,2.1,12,18.7,0.7,20.4,0.3,15.9,6,5.3,5.2,16.5,0.049
354,Frank Jackson,DET,24,53,9,44,22,110.9,1.3,5.8,8.9,0.5,14.2,0.2,6.7,7.4,5.6,5.3,22.6,0.062
355,Cody Zeller,POR,29,27,13,14,13.1,110.9,2.8,21.2,29.4,0.3,16,0.2,20.7,4.7,3.3,2.9,12.7,0.037
356,Luka Garza,DET,23,32,3,29,12.2,110.9,1.3,11.6,17.3,0.3,11.3,0.2,23.1,5.6,2.9,3.4,13.4,0.035
357,Dejounte Murray,SAS,25,68,30,38,34.8,111,7.1,19.6,29,2,35.1,0.3,9.2,10.1,10.2,8.7,36.6,0.096
358,Daishen Nix,HOU,20,24,3,21,10.9,111,1.1,10.3,15.2,0.6,26.3,0,0,5.5,3.1,3.3,12.8,0.031
359,Amir Coffey,LAC,25,69,33,36,22.7,111,2.5,10.2,14.9,0.6,16.7,0.2,10.1,7.5,7.6,6.9,24.1,0.063
360,Gordon Hayward,CHA,32,49,26,23,31.9,111,3.8,11.4,17,1,16,0.4,14.5,10.1,9.7,9.4,31.9,0.088
361,Keldon Johnson,SAS,22,75,33,42,31.9,111.1,5,14.8,21.9,0.8,15.7,0.2,5.6,9.2,9.3,7.8,33.5,0.087
362,Austin Rivers,DEN,29,67,41,26,22.1,111.1,1.4,6.3,9.2,0.8,23.2,0.1,5.1,8.3,5.6,5.6,22.1,0.06
363,Cole Anthony,ORL,22,65,18,47,31.7,111.1,4.9,14.5,20.6,0.7,17.6,0.3,7.8,11.2,8.7,7.9,28.4,0.085
364,Nassir Little,POR,22,42,19,23,25.9,111.1,4.2,15.8,22.6,0.6,15,0.9,30,8.9,6.2,7.2,25.9,0.069
365,Devonte' Graham,NOP,27,76,34,42,28.4,111.1,1.8,6.4,9.2,0.9,20.3,0.2,6.5,9.1,7.3,6.8,26.2,0.077
366,Cassius Winston,WAS,24,7,1,6,5.6,111.1,0.1,2.7,3.8,0,0,0,0,2,1.7,1.6,5.7,0.015
367,Malcolm Brogdon,IND,29,36,14,22,33.5,111.1,4.2,12.1,17.4,0.8,19.5,0.4,9,10.9,9.3,8.3,34.4,0.089
368,Aaron Gordon,DEN,26,75,46,29,31.7,111.1,4.2,12.9,17.8,0.6,13.6,0.6,25.4,11.4,7.2,8.1,33.9,0.085
369,LaMarcus Aldridge,BKN,36,47,26,21,22.3,111.1,3.9,16,23.8,0.3,10.9,1,39.8,8.3,6.4,5.7,22.3,0.06
