,Name,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,"OPP PTS
OFF TOV","OPP PTS
2ND CHANCE","OPP PTS
FB","OPP PTS
PAINT",DEF WS
188,Mario Chalmers,MEM,32,66,21,45,21.5,104.8,2.2,10.4,15.7,1.2,30.9,0.2,9.9,8.1,5.4,6.6,18.7,0.079
189,Johnny O'Bryant III,CHA,25,36,15,21,10.5,104.8,1.8,17.3,24.2,0.3,12.7,0.2,19.4,2.4,2,2.3,10.2,0.038
190,Clint Capela,HOU,24,74,62,12,27.5,104.9,7.6,27.8,38.4,0.8,16.7,1.9,58.1,8.7,6.5,7.1,29.3,0.096
191,Bojan Bogdanovic,IND,29,80,47,33,30.8,104.9,3,9.7,14.2,0.7,12,0.1,3.6,9.9,8.5,8.4,29.8,0.109
192,Patrick Beverley,LAC,29,11,5,6,30.3,104.9,2.6,9.2,13.3,1.7,29.7,0.5,19.2,10.6,6.8,7.7,22.4,0.103
193,Wes Iwundu,ORL,23,62,18,44,16.5,104.9,1.6,10,14.7,0.5,20.5,0.2,13,5.1,3.7,4.7,15.5,0.057
194,Joe Johnson,HOU,37,55,35,20,21.9,104.9,2.9,13,18.7,0.3,8.7,0.1,6.1,7.2,5.6,4.9,20.6,0.076
195,Gary Payton II,LAL,25,23,10,13,9.6,104.9,1.3,14.4,22.1,0.3,18.9,0.1,10.3,2.7,2.6,2.5,9.3,0.034
196,Tarik Black,HOU,26,51,40,11,10.5,105,2,18.1,26.3,0.4,23.1,0.6,57.7,4.7,2.7,3,10.2,0.038
197,Thaddeus Young,IND,30,81,48,33,32.2,105,4,12.8,18.6,1.7,25.6,0.4,16.1,10,8.6,8.5,30,0.112
198,Hassan Whiteside,MIA,29,54,30,24,25.3,105,8.2,31.7,44.8,0.7,18.2,1.7,54.7,8.2,5.8,7.4,22.8,0.089
199,Jaylen Morris,ATL,22,6,2,4,16.4,105,2.3,12.5,18.4,0.3,15.4,0.2,8.3,8.5,5.3,6,13.3,0.062
200,Sterling Brown,MIL,23,54,26,28,14.4,105,2.1,14.7,23,0.6,22.3,0.2,14.9,4.8,4.4,3.6,14.7,0.05
201,Anthony Tolliver,DET,33,79,37,42,22.2,105,2.4,10.9,15.6,0.4,11.7,0.3,15.4,6.3,4.7,4.3,19,0.078
202,Willie Reed,DET,28,42,20,22,10.2,105.1,2,20.5,31.4,0.2,12,0.5,50,4.2,3,3.3,10.1,0.038
203,Dwyane Wade,MIA,36,67,37,30,22.9,105.1,3,12.4,18.4,0.9,26.2,0.7,32.4,7.9,6.1,5.7,21.3,0.083
204,Mike Conley,MEM,30,12,7,5,31.1,105.1,2.3,7,10.6,1,20.7,0.3,7.1,7.8,9.8,7.2,26.8,0.106
205,Otto Porter Jr.,WAS,25,77,42,35,31.6,105.1,5.1,16.1,23.2,1.5,27.6,0.5,18.1,10.7,8,6.7,29.6,0.108
206,Doug McDermott,DAL,26,81,30,51,21.8,105.1,2,8.7,12.7,0.2,7.4,0.2,9,7.8,6.2,4.8,18.7,0.077
207,Marcus Paige,CHA,24,5,4,1,5.6,105.2,0.8,16.7,19,0,0,0,0,0.6,0.8,2.2,6,0.019
208,Draymond Green,GSW,28,70,48,22,32.7,105.2,6.6,18.3,27.5,1.4,23.7,1.3,28.1,13,9.2,9.3,30.9,0.114
209,Tyus Jones,MIN,22,82,47,35,17.9,105.2,1.4,8.3,12.2,1.2,35.1,0.1,4.7,5.4,4.8,4.1,17.5,0.061
210,Ian Mahinmi,WAS,31,77,42,35,14.9,105.2,2.3,15.6,23.3,0.5,19.9,0.5,41.6,5.6,4.2,3.1,13,0.051
211,Stanley Johnson,DET,22,69,33,36,27.4,105.2,3.2,11.5,16.5,1.4,28.9,0.2,10.4,8,6.5,5.8,23.7,0.094
212,Malik Beasley,DEN,21,62,34,28,9.4,105.3,0.9,9.5,13.9,0.2,17.2,0.1,12.5,3.9,2.3,2.1,8.8,0.034
213,Marcin Gortat,WAS,34,82,43,39,25.3,105.3,5.4,21.3,30.3,0.5,11.7,0.7,32.3,8.7,6.3,5.9,24.2,0.086
214,Patty Mills,SAS,29,82,47,35,25.7,105.3,1.6,6.1,9,0.7,16.5,0.1,4.4,7.6,6.5,6.6,24.8,0.088
215,Marcus Morris Sr.,BOS,28,54,34,20,26.7,105.3,4.6,16.6,24.2,0.6,16.7,0.2,9,8.4,6.5,6.8,26.3,0.092
216,Myles Turner,IND,22,65,39,26,28.2,105.3,5,17.4,25.6,0.6,10.7,1.8,58.7,8.1,7.7,6.5,25.2,0.096
217,Devin Harris,DEN,35,71,33,38,18.9,105.3,1.6,8.5,12.3,0.7,23.7,0.2,9.6,6.6,4.9,5.5,16.5,0.065
218,Maxi Kleber,DAL,26,72,20,52,16.8,105.3,2.3,13.7,19.2,0.4,16,0.7,38.2,4.4,3.8,5,15.1,0.057
219,Alec Burks,UTA,26,64,37,27,16.5,105.3,2.7,16.8,23.4,0.6,22.3,0.1,7.4,5.8,3.6,3.1,14.8,0.056
220,Lonzo Ball,LAL,20,52,24,28,34.2,105.3,5.6,15.3,21.6,1.7,28,0.8,21.8,12.3,9.5,9.3,34.8,0.117
221,Kay Felder,DET,23,16,6,10,8.7,105.4,0.9,10.8,14.9,0.2,14.3,0.1,14.3,3.8,2.6,2.3,8.1,0.031
222,Davon Reed,PHX,23,21,2,19,11.5,105.4,1.8,14.9,22.2,0.5,22.7,0.1,9.1,3.4,2.2,2.8,10.8,0.039
223,Sindarius Thornwell,LAC,23,73,36,37,15.8,105.4,1.5,8.6,12.8,0.7,26.7,0.3,22.9,5.9,4.5,4.8,14.2,0.054
224,Jamil Wilson,LAC,27,15,6,9,18.3,105.4,1.9,10,14.4,0.3,13.5,0.5,24.2,4.7,4.7,5.5,14.5,0.06
225,Nikola Mirotic,NOP,27,55,34,21,27.2,105.4,6.3,21.3,31,0.8,17,0.7,22.2,8.6,7.8,7.4,27.6,0.092
226,Frank Mason III,SAC,24,52,17,35,18.9,105.4,1.9,10.7,16.1,0.7,19.8,0.2,10.4,5.4,4.8,4,16.4,0.062
227,Justin Anderson,PHI,24,38,27,11,13.7,105.4,1.8,12,18,0.4,19.2,0.2,14.3,5.2,4.1,3.1,12.2,0.046
228,Jason Terry,MIL,40,51,27,24,16,105.5,0.8,5.6,8.3,0.8,25.8,0.3,16,5.5,4,3.9,16.1,0.054
229,Maurice Harkless,POR,25,59,36,23,21.4,105.5,2,9,12.7,0.8,23.2,0.7,27,7.4,5.1,4.6,18.5,0.072
230,Kyle Lowry,TOR,32,78,57,21,32.2,105.5,4.7,14.2,19.9,1.1,22.8,0.2,6.5,10.3,8.6,8.1,30,0.108
231,Jerryd Bayless,PHI,29,39,21,18,23.7,105.5,1.7,6.6,9.9,0.6,13.4,0.2,5.9,10,6.1,5.2,21,0.08
232,Klay Thompson,GSW,28,73,55,18,34.3,105.6,3.4,8.9,13.2,0.8,13.1,0.5,9,13,9.9,10.4,33.1,0.114
233,Tomas Satoransky,WAS,26,73,39,34,22.5,105.6,2.2,9.9,14.2,0.7,20.2,0.2,10.6,8.4,5.6,4.6,21.4,0.074
234,Manu Ginobili,SAS,40,65,39,26,20,105.6,1.9,9.3,14,0.7,22.6,0.2,10.8,6.7,5.7,5.5,18.3,0.067
235,Russell Westbrook,OKC,29,80,47,33,36.4,105.6,8.2,22.6,32.3,1.8,25.8,0.3,6.9,11.3,9.3,9,33.5,0.122
236,Trevor Ariza,HOU,33,67,51,16,33.9,105.6,3.9,11.6,16.5,1.5,23.7,0.2,6,12,8.3,9.2,35.4,0.112
237,Evan Turner,POR,29,79,48,31,25.7,105.6,2.7,10,14.4,0.6,17.3,0.4,13.6,8.1,6.4,6.4,23.5,0.085
238,Patrick Patterson,OKC,29,82,48,34,15.5,105.7,2,12.8,19.8,0.6,21.5,0.3,14.7,4.1,4.7,3.1,14.1,0.05
239,Richaun Holmes,PHI,24,48,30,18,15.5,105.7,3.2,18.2,27,0.4,16.1,0.6,42,5.9,4.7,3.6,14.3,0.052
240,Trevor Booker,IND,30,68,36,32,17,105.7,3,17.2,25,0.4,14.7,0.3,20.6,6.4,4.7,3.7,15,0.058
241,Shelvin Mack,ORL,28,69,21,48,19.8,105.7,2.1,10.2,15.7,0.8,25.5,0.1,5.6,7.1,5.1,4.9,18.1,0.064
242,Steven Adams,OKC,24,76,43,33,32.7,105.7,4,12.3,17.5,1.2,19.6,1,33.9,9.8,8.4,8.1,29.6,0.108
243,Tony Parker,SAS,36,55,32,23,19.5,105.8,1.6,8.3,12,0.5,16.7,0,0.9,6.1,5.4,6.1,18.7,0.063
244,CJ McCollum,POR,26,81,48,33,36.1,105.8,3.3,8.9,12.6,1,17.3,0.4,10.8,10.6,8.5,8.9,32.1,0.118
245,Domantas Sabonis,IND,22,74,45,29,24.5,105.8,5.5,22.7,33.1,0.5,12.5,0.4,25,8.4,6.3,6.3,22.4,0.079
246,James Johnson,MIA,31,73,37,36,26.6,105.8,4.1,14.8,21.6,1,23,0.7,23,8.9,7.1,5.5,24,0.087
247,Nate Wolters,UTA,27,5,3,2,3.8,105.9,0.2,5.6,9.1,0,0,0,0,0.6,1,0.6,1.2,0.011
247,Thomas Bryant,LAL,20,15,7,8,4.8,105.9,0.9,19.7,28.6,0.1,9.1,0.1,25,1.6,1.3,1.1,6.4,0.015
249,Ish Smith,DET,29,82,39,43,24.9,105.9,2.4,9.5,13.5,0.8,20.4,0.2,10.9,7.4,5.9,5,22.8,0.081
250,Paul George,OKC,28,79,47,32,36.6,106,4.7,13.2,19.2,2,28.3,0.5,13.7,11.1,9.7,8.8,33.4,0.118
251,Tyler Zeller,MIL,28,66,27,39,16.8,106,3,16.8,23.4,0.2,10,0.5,36.5,6.1,4,4.8,16.3,0.055
252,Goran Dragic,MIA,32,75,39,36,31.7,106,3.4,10.5,15.2,0.8,17.2,0.2,4.5,10.3,7.7,7.9,29.5,0.101
253,Nick Young,GSW,33,80,56,24,17.4,106,1.3,7.1,10.6,0.5,17,0.1,3.2,7,4.6,5.1,17.5,0.055
254,Ian Clark,NOP,27,74,43,31,19.7,106,1.6,7.4,11.2,0.4,14.2,0.1,5.8,7.3,5.9,5.4,20.3,0.062
255,Nerlens Noel,DAL,24,30,6,24,15.7,106.1,4,27.3,37.7,1,38.3,0.7,68.8,5.4,3.4,4.7,13.5,0.051
256,Serge Ibaka,TOR,28,76,53,23,27.5,106.1,5.3,18.3,25.6,0.4,10.1,1.3,39.9,8.8,7.5,7.4,26.3,0.088
257,E'Twaun Moore,NOP,29,82,48,34,31.5,106.1,2.2,6.5,9.5,1,17.9,0.1,3.6,10.7,8.9,9.4,30.8,0.1
258,John Wall,WAS,27,41,23,18,34.4,106.1,3.1,8.8,12.9,1.4,24.7,1.1,31,11.1,9.5,8.9,32.7,0.11
259,Mike James,NOP,27,36,11,25,19.1,106.1,2.1,10.4,15.3,0.8,28,0.2,9.2,6.3,5.5,5.5,18.9,0.062
260,Ersan Ilyasova,PHI,31,69,36,33,25.1,106.1,4.2,16.1,23.9,0.9,21.8,0.4,14,8.4,6.9,6.5,23,0.078
261,Timofey Mozgov,BKN,31,31,12,19,11.6,106.2,2.1,17.8,24.3,0.2,8.8,0.4,35.1,5,2.6,2.7,11.1,0.038
262,Jake Layman,POR,24,35,22,13,4.6,106.2,0.3,7.8,11.4,0.2,23.1,0.1,44.4,2,1.4,0.9,3.7,0.014
263,Dion Waiters,MIA,26,30,16,14,30.6,106.2,2.3,7.8,11,0.8,16.3,0.3,10.3,10.6,7.7,5.9,27.9,0.095
264,James Harden,HOU,28,72,59,13,35.4,106.2,4.8,13.7,19.3,1.8,26.8,0.7,19.4,11.9,8.8,9.2,35.7,0.11
265,Jeff Green,CLE,31,78,47,31,23.4,106.2,2.4,9.5,14.3,0.5,15.2,0.4,22.4,7.6,6.7,5,22.3,0.074
266,Bradley Beal,WAS,25,82,43,39,36.3,106.3,3.7,10.1,14.7,1.2,19.3,0.4,12.8,12.5,9.9,8.4,34.1,0.111
267,Zach Collins,POR,20,66,41,25,15.8,106.3,2.7,16.3,22.8,0.3,14.7,0.5,34.8,4.5,3.7,3.8,13,0.048
268,D.J. Augustin,ORL,30,75,23,52,23.5,106.3,1.7,7.2,10.7,0.7,19.9,0,0,8.1,5.8,7.1,23.6,0.072
269,Joffrey Lauvergne,SAS,26,55,30,25,9.7,106.3,2,20.7,31.8,0.2,9.5,0.1,7,3.8,2.7,2.4,10,0.031
270,John Henson,MIL,27,76,39,37,25.9,106.3,4.8,18.5,26.9,0.6,12.8,1.4,42.6,8.1,6.8,4.7,25.3,0.079
271,Carmelo Anthony,OKC,34,78,46,32,32.1,106.4,4.9,15.8,22.6,0.6,10,0.6,20.7,9.7,7.8,8,29.7,0.1
272,Tyreke Evans,MEM,28,52,19,33,30.9,106.4,4.3,13.7,20.8,1.1,23,0.3,9.5,9.4,7.5,8.8,25.7,0.094
273,Jimmy Butler,MIN,28,59,37,22,36.7,106.4,4,11.2,16.4,2,28.2,0.4,11.9,11.4,9.6,9.2,33.5,0.11
274,Miles Plumlee,ATL,29,55,19,36,16.7,106.4,2.7,16,22.9,0.3,14.4,0.5,38,6.9,4.3,5.3,15.6,0.052
275,Malcolm Delaney,ATL,29,54,16,38,18.8,106.4,1.7,9,13.9,0.6,21.7,0.1,7.4,6.7,5.2,4.7,16.3,0.057
276,Jared Dudley,PHX,32,48,7,41,14.3,106.4,1.8,12.6,19.4,0.5,22.4,0.2,21.2,4.6,3.1,3.6,12.5,0.043
277,Cory Joseph,IND,26,82,48,34,27,106.5,2.7,10.1,14.7,1,20.9,0.2,9.9,8.2,6.8,6.4,24.2,0.082
278,Rodney McGruder,MIA,26,18,11,7,16.6,106.5,1.2,7.8,11.2,0.4,14.8,0.2,7.7,4.3,3.8,3.6,13.7,0.051
279,Alex Abrines,OKC,24,75,42,33,15.1,106.5,1.2,7.9,12.2,0.5,19,0.1,6.7,4.3,4.3,3.2,13.5,0.046
280,DeMar DeRozan,TOR,28,80,57,23,33.9,106.5,3.2,9.1,13,1.1,22,0.3,6.7,10.2,9,8.9,32.4,0.103
281,Jordan Clarkson,CLE,26,81,40,41,23.3,106.5,2,8,12,0.7,19.2,0.1,3.7,8.6,6.8,5.4,22.7,0.072
282,Wesley Johnson,LAC,30,74,38,36,20.1,106.5,2.5,12.2,17.9,1,28.5,0.8,38.8,7.6,5.4,6.3,18.4,0.062
283,Giannis Antetokounmpo,MIL,23,75,39,36,36.7,106.5,8,21.8,32.4,1.5,21.7,1.4,32,11.3,9.5,7,34.4,0.111
284,Reggie Jackson,DET,28,45,27,18,26.7,106.6,2.1,8.4,12.1,0.6,13.4,0.1,5.3,8.3,6,5.9,24.1,0.079
285,Darrun Hilliard,SAS,25,14,8,6,6.8,106.6,0.5,8,11.1,0.1,20,0,0,2.4,2.2,1.8,6.1,0.021
286,DeMarcus Cousins,NOP,27,48,27,21,36.2,106.6,10.7,29.2,41.3,1.6,28.3,1.6,40.2,13.3,9,10.3,33.2,0.106
287,Kristaps Porzingis,NYK,22,48,22,26,32.4,106.7,5.3,15.4,22.4,0.8,17.5,2.4,57.5,10.6,9.2,7.1,27.5,0.096
288,C.J. Williams,LAC,28,38,17,21,18.6,106.7,1.2,5.8,8.7,0.8,27.9,0.3,18.8,6.7,5.2,5.8,16.1,0.056
289,Norman Powell,TOR,25,70,51,19,15.2,106.7,1.5,10,15,0.5,19.5,0.2,13.8,5.4,4.5,3.1,14.4,0.045
290,DeAndre' Bembry,ATL,23,26,8,18,17.5,106.7,2.5,14.2,21.8,0.8,25.6,0.5,30,6.3,5.3,4,15.5,0.053
291,Vince Carter,SAC,41,58,20,38,17.7,106.7,2.2,13,19.5,0.7,22.8,0.4,28,5.4,4.3,4.3,14.4,0.052
292,Quincy Acy,BKN,27,70,26,44,19.4,106.7,3.1,15.3,22.1,0.5,19.4,0.4,23.8,7,5.4,4.2,16.9,0.058
293,Joe Young,IND,26,53,28,25,10.5,106.7,1,9.1,13.2,0.3,17.5,0,2.7,3.2,2.7,3,10.7,0.031
294,Rashad Vaughn,ORL,21,28,13,15,7.6,106.7,0.6,8.5,13.4,0.2,16.1,0.1,13,2.7,2.5,1.4,7.5,0.022
295,Marco Belinelli,PHI,32,80,39,41,24.3,106.8,1.6,6.6,10.1,0.8,20.1,0.2,6.6,8.6,6.5,5.8,22.5,0.071
296,Rajon Rondo,NOP,32,65,41,24,26.2,106.8,3.6,12.4,18.5,1.1,23.8,0.2,4.4,9.3,7.8,8.9,26.6,0.078
297,Kyle O'Quinn,NYK,28,77,28,49,18,106.8,4.5,24.2,36.3,0.5,18.1,1.3,56.6,6.6,4.9,3.6,14.9,0.053
298,Kosta Koufos,SAC,29,71,22,49,19.6,106.8,4.5,23.6,34.5,0.7,21.8,0.5,26.7,5.4,5,4.2,16.9,0.057
299,J.J. Barea,DAL,34,69,23,46,23.2,106.8,2.7,12,17,0.5,15.5,0,2.7,6.8,5.5,7.3,19.9,0.069
300,Reggie Bullock Jr.,DET,27,62,32,30,27.9,106.9,2,7.2,10.3,0.8,18.2,0.2,8.6,8.8,6.9,6.5,25.6,0.082
301,Ryan Anderson,HOU,30,66,52,14,26.1,106.9,3.6,13.9,19.3,0.4,8.7,0.3,13.5,8.8,6.1,7.2,27.5,0.077
302,Michael Carter-Williams,CHA,26,52,23,29,16.1,106.9,1.9,13.1,18.4,0.8,31.7,0.4,29.5,4.2,2.8,3,14.5,0.046
303,Montrezl Harrell,LAC,24,76,39,37,17,107,2.7,14.6,22.5,0.5,17.5,0.7,38.2,6.1,5,5,15.8,0.05
304,Blake Griffin,DET,29,58,28,30,34,107,6.1,17.5,25.4,0.7,12.9,0.3,9.9,11.9,9.5,9.2,30.7,0.099
305,Marvin Williams,CHA,32,78,33,45,25.7,107.1,3.8,14,19.3,0.7,20.4,0.5,17.4,8.6,6.1,5.9,23.9,0.074
306,Zaza Pachulia,GSW,34,69,47,22,14.1,107.1,3.4,22.3,32.4,0.6,24.4,0.2,15,5.1,3.7,4.4,14.6,0.04
307,Solomon Hill,NOP,27,12,8,4,15.6,107.1,2.3,12.4,17.4,0.6,20,0.1,5,6.4,4.7,4.5,15.8,0.047
308,Tyler Cavanaugh,ATL,24,39,11,28,13.3,107.1,2.1,17.1,25,0.2,9.9,0.1,12.9,4.4,3.3,3.1,13.4,0.038
309,Reggie Hearn,DET,26,3,3,0,2.2,107.1,0,0,0,0,0,0,0,1.3,2.3,0.7,1.3,0.007
310,Michael Kidd-Gilchrist,CHA,24,74,34,40,25,107.2,2.9,11.5,15.6,0.7,19.7,0.4,16.7,8.1,5.4,5.8,24.1,0.071
311,Buddy Hield,SAC,25,80,27,53,25.3,107.2,3.2,12.9,19,1.1,25,0.3,12.6,8,6.1,6,21.5,0.071
312,Al Jefferson,IND,33,36,17,19,13.4,107.2,3.1,22.7,34.2,0.4,21.3,0.6,52.3,3.6,3.8,3.3,12.6,0.038
313,Jonas Valanciunas,TOR,26,77,56,21,22.4,107.2,6.2,26.3,36.8,0.4,13.8,0.9,34.3,7.3,6.1,6.2,21.2,0.063
314,Jae Crowder,UTA,27,80,52,28,26.1,107.2,2.7,10.3,14.8,0.8,18.1,0.3,11.5,9.1,6.5,6.1,24.7,0.075
315,John Collins,ATL,20,74,21,53,24.1,107.3,4.9,20.1,30.3,0.6,15,1.1,48.5,9,6.4,6.7,21.4,0.068
316,Dante Cunningham,BKN,31,73,34,39,21.4,107.3,3,13.3,19.7,0.5,15.9,0.4,18.3,7.9,5.7,6.6,21.8,0.061
317,Lance Thomas,NYK,30,73,25,48,18.5,107.3,1.8,9.8,14.3,0.4,16.2,0.2,11.7,7.2,4.7,4.7,16.7,0.052
318,Abdel Nader,BOS,24,48,33,15,10.9,107.3,1.2,11.1,14.9,0.3,20,0.2,23.3,4.8,2.3,3,9.8,0.031
319,Kyle Collinsworth,DAL,26,32,9,23,15,107.4,2.3,16.2,23.2,0.5,21.5,0.3,21.4,3.6,3.6,4.4,13.1,0.042
320,Dillon Brooks,MEM,22,82,22,60,28.7,107.4,2.5,9.2,13.5,0.9,20.6,0.2,7.9,10.1,6.9,8.3,24.5,0.079
321,Milos Teodosic,LAC,31,45,29,16,25.2,107.4,2.4,9,13.4,0.5,14.3,0.1,5.4,8.9,7.4,8.5,25.2,0.07
322,Josh Smith,NOP,32,3,2,1,3.9,107.4,0.3,10,14.3,0,0,0,0,0.7,0,0,2.7,0.012
322,Rodney Purvis,ORL,24,16,5,11,18.1,107.4,1.6,8.5,12.7,0.2,6.7,0.2,9.4,5.3,4.8,5.9,16.6,0.049
324,Kentavious Caldwell-Pope,LAL,25,74,31,43,33.2,107.4,4.4,12.7,18.1,1.4,27.2,0.2,6.3,11.9,9.2,8.9,34.3,0.091
325,Jordan Mickey,MIA,23,23,15,8,12.4,107.4,2.7,22.6,33.7,0.3,14.3,0.4,32.3,4,3.6,1.8,11,0.034
326,Derrick Walton Jr.,MIA,23,16,8,8,9.2,107.5,0.9,9.5,13.5,0.4,38.9,0.2,30,2.5,2.3,1.3,7.5,0.025
327,Brandon Ingram,LAL,20,59,27,32,33.5,107.5,4.4,12.1,17.7,0.8,14.3,0.7,20.2,13.1,9.4,8.6,33.5,0.091
328,Darren Collison,IND,30,69,39,30,29.3,107.5,2,7.2,10.5,1.3,23,0.2,7.8,8.7,7.9,7.5,27.6,0.08
329,Dirk Nowitzki,DAL,40,77,24,53,24.7,107.5,5.4,22.7,31.7,0.6,16.3,0.6,38.8,7,5.6,8.4,21.5,0.068
330,Nikola Vucevic,ORL,27,57,17,40,29.5,107.5,7.4,24.9,35.1,1,18.2,1.1,42.2,10.2,7.2,8.2,30.3,0.082
331,Kyle Kuzma,LAL,22,77,34,43,31.2,107.5,5.1,15.4,22.7,0.6,13.6,0.4,15.4,11.7,9,8.1,31.9,0.085
332,Mike Scott,WAS,29,76,39,37,18.5,107.6,2.6,14.1,20.8,0.3,11,0.1,8.5,6.6,5,4.3,16.7,0.051
333,Tyrone Wallace,LAC,24,30,17,13,28.4,107.6,2.8,9.1,13.6,0.9,18.4,0.4,14.8,11.7,8.7,9.8,28.7,0.079
334,Zhou Qi,HOU,22,18,14,4,6.9,107.6,0.9,11.6,16.8,0.1,11.8,0.8,77.8,2.8,1.9,0.9,6.3,0.019
335,Arron Afflalo,ORL,32,53,16,37,12.9,107.6,1.2,8.2,13.1,0.1,5.2,0.2,12.2,4.9,3.6,3.4,12.2,0.034
336,Stephen Curry,GSW,30,51,41,10,32,107.7,4.4,12.4,18.5,1.6,27.9,0.2,3.3,12.4,9,9.9,32.5,0.089
337,Markieff Morris,WAS,28,73,37,36,27,107.7,4.6,17.3,25,0.8,17.3,0.5,22.1,9.7,7.2,6.1,26.2,0.071
338,Terrence Ross,ORL,27,24,10,14,25,107.7,2.6,10.2,15.1,1.1,24.3,0.5,15.7,8.2,7,6.5,26.3,0.069
339,Robin Lopez,CHI,30,64,23,41,26.4,107.7,2.4,9.3,12.2,0.2,5.5,0.8,37.6,8.4,5.5,6.5,24,0.07
340,Jose Calderon,CLE,36,57,33,24,16,107.7,1.2,7.9,11.2,0.5,18.6,0,3,5.2,4,3.6,15.6,0.042
341,DeMarre Carroll,BKN,31,73,25,48,29.9,107.8,5.1,16.5,24.3,0.8,20.4,0.4,13.2,9.9,8.8,7.1,29.5,0.078
342,Nikola Jokic,DEN,23,75,43,32,32.6,107.8,8.1,25.4,35.6,1.2,23.5,0.8,28.1,12.4,6.9,8.4,30.7,0.085
343,Aaron Jackson,HOU,32,1,0,1,34.5,107.8,1,3.1,4.3,0,0,0,0,11,6,7,36,0.082
344,Nemanja Bjelica,MIN,30,67,38,29,20.5,107.8,3.3,16.4,23.5,0.7,23.1,0.2,17.2,6.8,5,5.8,19.8,0.055
345,Paul Millsap,DEN,33,38,22,16,30.1,107.8,4.7,15.3,22.7,1,20.4,1.2,37.6,10.9,8.1,8.6,28.8,0.078
346,JaVale McGee,GSW,30,65,45,20,9.5,107.9,1.7,16.6,24.6,0.3,21,0.9,49.6,4.2,2.6,2.9,9.6,0.025
347,Cedi Osman,CLE,23,61,35,26,11,107.9,1.7,14.9,21,0.4,21.8,0,6.1,3.9,2.9,2.4,10.1,0.029
348,James Ennis III,DET,27,72,25,47,22.3,107.9,2.1,9.6,14.3,0.7,19.3,0.3,9.8,7.6,5.5,5.7,20.6,0.058
349,Mike Muscala,ATL,26,53,14,39,20,107.9,3.3,15.2,21.8,0.6,18.9,0.5,29.3,7.1,4.9,5.5,18,0.053
350,Jeremy Lamb,CHA,26,80,36,44,24.6,107.9,3.4,14,19.4,0.8,22.5,0.4,17.7,7.1,5,5.2,22.2,0.063
351,Eric Bledsoe,MIL,28,74,40,34,31.4,107.9,3.1,10,15.2,2,32.4,0.6,15,10.2,9.2,6.8,30.4,0.082
352,Malachi Richardson,TOR,22,26,8,18,12.4,108,1.1,9.7,14.9,0.4,17.2,0,4,3.7,3.1,3.5,10.9,0.032
353,Isaiah Canaan,PHX,27,20,9,11,21.1,108,2,9.4,14.2,0.8,29.6,0.1,4,7.4,5.6,5.7,19.8,0.052
354,Tim Frazier,WAS,27,59,31,28,14.2,108,1.6,12.1,17.6,0.8,32.9,0.1,11.3,4.8,3.6,2.7,12,0.036
355,Andre Drummond,DET,24,78,37,41,33.7,108,10.9,32.9,46.6,1.5,27.3,1.6,59.3,11.2,8.2,7.6,31.4,0.087
356,Treveon Graham,CHA,24,63,28,35,16.7,108,1.3,7.9,10.7,0.5,20.8,0,2.6,4.8,3.8,3.3,14.9,0.043
357,Kemba Walker,CHA,28,80,36,44,34.2,108,2.7,7.7,10.5,1.1,24.3,0.3,9,10.8,7.9,7.6,31.5,0.088
358,Corey Brewer,OKC,32,72,32,40,16.8,108.1,1.5,8.9,13.2,1.1,36.2,0.2,13,6.3,4.9,4.9,16.9,0.045
359,Garrett Temple,SAC,32,65,23,42,24.8,108.1,2,8.4,12.3,0.9,21.1,0.4,18,8,6,6.3,21,0.063
360,Jarell Martin,MEM,24,73,21,52,22.7,108.1,3,13.9,20.8,0.5,15.3,0.7,27.5,8,5.6,6.2,19.2,0.058
361,Kenneth Faried,DEN,28,32,16,16,14.4,108.1,2.7,19.3,25.8,0.4,20.7,0.4,35.1,6.5,3.1,4.3,15.6,0.036
362,Justin Holiday,CHI,29,72,24,48,31.5,108.2,3.6,11.4,15.2,1.1,22.5,0.4,17.5,9.8,7.1,7.9,28.1,0.08
363,Mason Plumlee,DEN,28,74,40,34,19.5,108.2,3.6,18.2,27.1,0.7,21.3,1.1,47.9,8,5,5.3,18.5,0.05
364,Jarrett Allen,BKN,20,72,25,47,20,108.2,3.4,15.7,23.9,0.4,15.2,1.2,53.3,7.1,6.3,4.4,20.1,0.05
365,Gary Harris,DEN,23,67,37,30,34.4,108.2,2.1,6.1,8.8,1.8,31.3,0.2,6.8,13.1,7.6,8.7,34,0.087
366,Caris LeVert,BKN,23,71,25,46,26.2,108.2,2.9,10.4,15.3,1.2,33.3,0.3,12.4,9.6,7.7,6.2,25.2,0.067
367,Kelly Oubre Jr.,WAS,22,81,43,38,27.5,108.2,3.8,13.6,20.2,1,22.4,0.4,17.1,10.2,8.4,6.5,26.1,0.07
368,Dwight Howard,CHA,32,81,35,46,30.4,108.2,9.3,29.5,40.8,0.6,14.7,1.6,49.6,10.1,7.2,7,28.2,0.076
369,Avery Bradley,LAC,27,46,22,24,31.2,108.3,2,6.8,9.8,1.1,22.4,0.2,7.5,10.1,7.1,6.9,29,0.076
370,Josh Hart,LAL,23,63,27,36,23.2,108.3,3.5,14.3,20.9,0.7,21.6,0.3,13,8.6,6.1,5.9,22.9,0.057
