,Name,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,"OPP PTS
OFF TOV","OPP PTS
2ND CHANCE","OPP PTS
FB","OPP PTS
PAINT",DEF WS
186,Mike Scott,PHI,30,79,44,35,17.7,106.4,2.9,14.7,21.7,0.3,13.2,0.2,9.3,5.9,5,5.4,18.5,0.065
187,Thaddeus Young,IND,31,81,47,34,30.7,106.5,4.1,13.2,19.6,1.5,25.2,0.4,14.3,9.4,8.6,9,28.7,0.109
188,DeMarcus Cousins,GSW,28,30,23,7,25.7,106.5,6.8,23.2,33.9,1.3,29,1.5,39.6,9.7,8,8.5,25.3,0.092
189,Jusuf Nurkic,POR,24,72,45,27,27.4,106.5,7,24.1,33.5,1,22.8,1.4,45.2,7.4,7.3,7.4,27,0.099
190,Mike Muscala,LAL,27,64,35,29,20.4,106.5,2.9,13.3,19.2,0.3,10.3,0.6,27.5,7.2,5.5,6.6,21.6,0.073
191,Dillon Brooks,MEM,23,18,9,9,18.3,106.5,1.2,7.6,11.5,0.6,13.5,0.2,17.4,6.3,4.3,4.3,14.7,0.066
192,OG Anunoby,TOR,21,67,46,21,20.2,106.5,2.1,10,14.6,0.7,18.6,0.3,14.8,7.3,5.5,6.3,20.5,0.073
193,Corey Brewer,SAC,33,31,13,18,15.9,106.6,1.6,9.8,14.2,1,32,0.2,15.9,5.3,3.7,4.8,15.2,0.056
194,Dwyane Wade,MIA,37,72,35,37,26.2,106.6,3,10.6,16,0.8,19.9,0.5,17.7,9.5,7.9,7.1,23.5,0.095
195,Marcus Smart,BOS,25,80,48,32,27.5,106.7,2.2,7.7,11.4,1.8,34.5,0.4,11.8,8.5,7.8,8,26,0.097
196,Jevon Carter,MEM,23,39,9,30,14.8,106.7,1.3,9,12.7,0.7,28.3,0.3,17.7,5.3,3,3.7,11.8,0.053
197,Daniel Hamilton,ATL,23,19,7,12,10.7,106.7,1.9,16.1,24.3,0.3,21.4,0.1,6.7,3.8,2.8,3.5,10.7,0.038
198,Greg Monroe,PHI,29,43,28,15,11.2,106.7,2.4,21.8,31.3,0.3,14.7,0.2,19.5,4.4,2.8,3.7,12.5,0.039
199,John Jenkins,NYK,28,26,8,18,12.8,106.7,1.2,8.3,12,0,0,0.1,3.5,4,3.5,2.8,13.5,0.045
200,Maurice Harkless,POR,26,60,37,23,23.6,106.8,3.2,12.8,18.3,1.1,28.5,0.9,30.5,6.7,7,7.3,23,0.083
201,Jeremy Lin,TOR,30,74,31,43,19.4,106.8,2.1,10.2,14.6,0.6,20.1,0.2,8.3,8.6,5.6,6.5,18.7,0.071
202,Garrett Temple,LAC,33,75,37,38,27.2,106.8,2.5,9.2,13.2,1,20.8,0.4,12.9,9.8,6.4,8.4,24.8,0.091
203,Rudy Gay,SAS,32,69,42,27,26.7,106.8,5.9,20.9,29.7,0.8,24.3,0.5,18.7,8,7.1,7.6,25.6,0.093
204,Johnathan Motley,LAC,24,22,12,10,7.1,106.9,1.5,21.3,29.7,0.2,17.2,0.1,23.1,3.5,1.6,2.5,7.6,0.026
205,Furkan Korkmaz,PHI,21,48,30,18,14.2,107,1.9,13,18.5,0.6,23.4,0,2.9,4.7,2.9,3.6,14,0.049
206,Jonas Valanciunas,MEM,27,49,31,18,22.3,107,6.4,26.8,38.9,0.4,10.9,1.1,48.2,8.2,5.7,8.5,20.7,0.079
207,Goran Dragic,MIA,33,36,16,20,27.5,107,2.5,8.7,12.4,0.8,20.1,0.1,4.1,9.3,7.9,7.2,25.7,0.097
208,Matthew Dellavedova,CLE,28,48,20,28,16.9,107,1.5,8.1,12.2,0.3,12.8,0,3.4,5.6,4.2,3.8,16.2,0.06
209,Kyle O'Quinn,IND,29,45,27,18,8.2,107,2,21.6,31.5,0.2,20.9,0.6,55.6,2.6,2.7,3.5,7.9,0.029
210,Chandler Parsons,MEM,30,25,11,14,19.8,107,2.6,12.6,18.6,0.8,24.4,0.2,10,5.8,5.4,7.9,18.9,0.069
211,Derrick White,SAS,24,67,41,26,25.8,107.1,3.2,11.6,16.5,1,30,0.7,25.3,7,6.8,6.5,23.2,0.087
212,Treveon Graham,BKN,25,35,19,16,20.4,107.1,2.4,10.7,15.5,0.4,13.5,0.2,11.5,6.2,5.1,5.3,22.7,0.071
213,Terrance Ferguson,OKC,21,74,44,30,26.1,107.1,1.5,5.5,7.6,0.5,11,0.2,9.5,8.7,6.3,6,26.4,0.089
214,Kyrie Irving,BOS,27,67,37,30,33,107.1,3.9,11.3,16.6,1.5,25.6,0.5,15.2,9.9,9.2,9.5,31.7,0.112
215,Wayne Ellington,DET,31,53,26,27,24.5,107.2,1.8,7.3,10.6,1,24.5,0.1,4.3,8.2,6,6.1,23.4,0.082
216,D.J. Augustin,ORL,31,81,42,39,28,107.2,2,7.1,9.8,0.6,16.7,0,1.7,8.5,6.2,7.8,28.2,0.094
217,Jonathon Simmons,PHI,29,56,25,31,19,107.2,1.8,9,13,0.5,20,0.3,11.2,6.8,4.8,5.7,18.7,0.064
218,Jon Leuer,DET,30,41,16,25,9.8,107.2,1.7,18.2,25,0.3,19.4,0.1,20,4.1,2,1.9,10.9,0.034
219,Jonathan Isaac,ORL,21,75,37,38,26.6,107.3,4.2,15.2,21,0.8,21.5,1.3,42.2,8.6,5.9,8.2,26.4,0.09
220,Patrick Patterson,OKC,30,63,40,23,13.7,107.3,1.7,11.4,17.3,0.3,9.6,0.2,11.9,5,4.4,3.8,15.1,0.046
221,Malik Beasley,DEN,22,81,53,28,23.2,107.3,2,8.5,12.3,0.7,18.7,0.1,6.1,7.2,6.1,5.6,24,0.079
222,Juancho Hernangomez,DEN,23,70,44,26,19.4,107.3,2.9,14.4,20.8,0.4,12.3,0.3,16.7,5.6,5.2,4.8,18.9,0.065
223,Shaun Livingston,GSW,33,64,45,19,15.1,107.3,1.2,7.1,10.6,0.5,19.9,0.4,20.8,5.6,4.3,4.7,15.3,0.05
224,Kevin Durant,GSW,30,78,54,24,34.6,107.3,5.9,15.3,22.4,0.7,13.3,1.1,22.5,12.2,10.1,10.8,33.2,0.116
225,Edmond Sumner,IND,23,23,14,9,9.1,107.3,0.7,6.5,10,0.5,37.5,0.2,20.8,3.7,3.4,2.7,8.7,0.032
226,Rodions Kurucs,BKN,21,63,36,27,20.5,107.4,3,13.1,19,0.7,23.2,0.4,19.8,7.7,5.5,5.6,22.2,0.071
227,Kosta Koufos,SAC,30,42,21,21,11.9,107.4,3,22.9,35,0.4,17.4,0.4,40.9,3.9,3.9,3.5,11.4,0.04
228,Michael Kidd-Gilchrist,CHA,25,64,29,35,18.4,107.4,2.5,12.9,18.9,0.5,17.6,0.6,31.7,5.4,5.5,4.6,17,0.062
229,Serge Ibaka,TOR,29,74,53,21,27.2,107.4,6,20.4,29.8,0.4,9.8,1.4,44,8.8,7.3,7,26.5,0.089
230,Russell Westbrook,OKC,30,73,44,29,36,107.4,9.6,25.5,35.7,1.9,28.2,0.5,12.2,11.8,8.9,9.1,35.9,0.12
231,Darren Collison,IND,31,76,45,31,28.2,107.4,2.6,8.9,13.5,1.4,25.8,0.1,3.9,9.2,8.4,8.4,26.4,0.092
232,Bruno Caboclo,MEM,23,34,14,20,23.5,107.5,3.4,13.7,19.6,0.4,11.2,1,39.8,7.5,5.9,8,20.6,0.079
233,Tony Parker,CHA,37,56,30,26,17.9,107.5,1.2,6.7,10,0.4,14.7,0.1,6,4.5,5.3,4.9,18.8,0.059
234,Nikola Jokic,DEN,24,80,53,27,31.3,107.5,8,24.9,34.9,1.4,28.1,0.7,24.7,10.4,7.1,8.4,31.5,0.102
235,Chandler Hutchison,CHI,23,44,10,34,20.3,107.6,3.5,16.7,24.6,0.5,15.3,0.1,7.7,6.4,4.9,5.7,20.2,0.067
236,Deyonta Davis,ATL,22,9,3,6,13.2,107.6,2.9,19.3,29.2,0.3,11.5,0.6,25,3.2,5.1,2.9,12.2,0.044
237,Justin Anderson,ATL,25,48,17,31,9.7,107.6,1.3,11.9,17.8,0.5,25.6,0.3,23.2,3.7,3.2,2.7,9.8,0.033
238,LeBron James,LAL,34,55,28,27,35.2,107.6,7.4,19.3,27.9,1.3,23.7,0.6,14.6,13,9.3,11.2,37.2,0.114
239,Caleb Swanigan,SAC,22,21,10,11,8.5,107.6,2.2,23.6,34.1,0.3,33.3,0,6.7,3.5,2.1,2.8,8.6,0.027
240,Dennis Smith Jr.,NYK,21,53,21,32,28.5,107.7,2.3,7.5,10.7,1.3,29.4,0.4,13.3,10.4,7.3,8.5,27.1,0.092
241,Jerian Grant,ORL,26,60,28,32,15.6,107.7,1.3,8.3,12,0.7,32.6,0.1,5.2,5,3.8,3.8,14.8,0.051
242,Kawhi Leonard,TOR,28,60,41,19,34,107.8,6,16.5,24.1,1.8,30.5,0.4,10.6,9.7,9.3,8.2,33.2,0.108
243,Jose Calderon,DET,37,49,22,27,12.9,107.8,1,7.8,11,0.3,15.7,0.1,6.4,4.7,3,3.2,13.1,0.042
244,Dion Waiters,MIA,27,44,20,24,25.9,107.8,2.5,9.4,13.6,0.7,14.4,0.2,8.2,8.5,7.1,7.1,22,0.081
245,Zach Collins,POR,21,77,51,26,17.6,107.8,2.8,14.4,21,0.3,17,0.9,50.8,6.1,5.7,5.2,16.6,0.056
246,D'Angelo Russell,BKN,23,81,42,39,30.2,107.9,3.2,9.9,14.8,1.2,28.2,0.2,9,11.1,9.9,7.7,32.7,0.096
247,Damian Lillard,POR,28,80,51,29,35.5,107.9,3.8,10,14.2,1.1,21,0.4,10.6,10.6,9.9,10.2,35.5,0.113
248,James Johnson,MIA,32,55,27,28,21.2,107.9,2.8,12.3,17.7,0.6,21.9,0.5,20.5,7.2,5.8,5.9,18.9,0.067
249,Langston Galloway,DET,27,80,41,39,21.8,107.9,1.5,7,10.1,0.5,15.2,0.1,5.4,6.7,5.5,4.7,23.2,0.07
250,Lance Thomas,NYK,31,46,7,39,17,107.9,2.1,11.5,16.3,0.4,18.3,0.2,10.6,4.5,4.1,3.7,18,0.055
251,Alfonzo McKinnie,GSW,26,72,53,19,13.9,107.9,2.3,15.2,21.9,0.3,11.7,0.2,11.6,4.9,3.8,4.6,14.2,0.045
252,Jonah Bolden,PHI,23,44,24,20,14.5,107.9,2.7,17.3,24.3,0.4,16,0.9,43.3,6.1,3.6,4.7,16.2,0.047
253,Jamal Murray,DEN,22,75,49,26,32.6,108,3.4,10.1,14.2,0.9,17.8,0.4,12,10.9,7.6,8.5,33.5,0.102
254,Vince Carter,ATL,42,76,25,51,17.5,108,2.1,11.4,17.2,0.6,18.6,0.4,18,7.4,5.3,5.1,16.7,0.055
255,Jonas Jerebko,GSW,32,73,52,21,16.7,108.1,3,16.8,24.2,0.4,16.6,0.2,11.4,6,4.5,5.2,16.4,0.052
256,Eric Gordon,HOU,30,68,44,24,31.7,108.1,1.9,5.9,9.2,0.6,10.8,0.4,12.3,9.7,8.7,8.7,33.9,0.1
257,Jason Smith,NOP,33,20,10,10,9.5,108.1,1.8,17.4,25,0.2,13,0.4,31.8,3.4,2.5,3.8,9.1,0.03
258,Ish Smith,DET,30,56,33,23,22.3,108.1,2.2,9.7,14.1,0.5,17.8,0.2,10.3,6.3,4.8,4.6,22.7,0.069
259,Davis Bertans,SAS,26,76,44,32,21.5,108.2,3.2,13.9,19.9,0.5,17.5,0.4,19.6,6.7,4.9,6.4,20.2,0.068
260,Luke Kennard,DET,23,63,30,33,22.8,108.2,2.7,12.1,17.2,0.4,13.8,0.2,8.3,6.7,5.4,5.4,23.6,0.069
261,Al-Farouq Aminu,POR,28,81,52,29,28.3,108.2,6.1,20.4,28.9,0.8,18.9,0.4,12.5,8.2,7.9,7.9,28.2,0.088
262,Damion Lee,GSW,26,32,18,14,11.7,108.2,1.8,13.4,20,0.4,24.5,0,0,4.8,4.1,4.4,12,0.036
263,Danuel House Jr.,HOU,26,39,27,12,25.1,108.3,2.9,11.2,16.7,0.5,13.1,0.3,13.9,8.1,7.8,7.5,27.3,0.078
264,Nikola Mirotic,MIL,28,46,24,22,27.1,108.3,6.1,19.8,28.9,0.7,16,0.7,21,9,7.8,8.4,30.4,0.084
265,Justin Jackson,DAL,24,81,36,45,19.9,108.3,2.1,9.6,14.4,0.4,13.3,0.2,9.5,6,5.7,6,20.6,0.063
266,Jimmy Butler,PHI,29,65,38,27,33.6,108.3,3.4,9.4,13.6,1.9,34.2,0.6,17.3,11.5,9,10.8,35.8,0.101
267,Lance Stephenson,LAL,28,68,33,35,16.5,108.4,2.7,15,22.2,0.6,22.9,0.1,6.6,6.3,4.7,5.8,17.4,0.051
268,Reggie Jackson,DET,29,82,41,41,27.9,108.4,2.1,7.6,10.9,0.7,16.6,0.1,4.7,9.4,6.9,7.3,28.7,0.084
269,Evan Fournier,ORL,26,81,42,39,31.5,108.4,2.7,8.6,12,0.9,20.1,0.1,4.3,9.7,7,9.2,32.5,0.095
270,Andre Drummond,DET,25,79,40,39,33.5,108.4,10.2,31.1,44.7,1.7,36.1,1.7,55.4,10.9,8.1,8.6,34.4,0.101
271,Shelvin Mack,CHA,29,57,22,35,21.9,108.4,1.5,6.9,10.8,0.8,22.9,0.1,3,7.5,5.7,7,19.5,0.065
272,Tyler Dorsey,MEM,23,48,11,37,14.5,108.4,1.8,11.8,16.7,0.3,11.5,0,3,5.4,3.1,5.2,14.5,0.047
273,Trey Burke,DAL,26,58,16,42,19.4,108.4,1.2,5.9,9,0.6,20.9,0.1,7.1,5.1,6,5.1,20,0.059
274,Tyler Johnson,PHX,27,57,26,31,26.8,108.5,2.4,8.7,13.2,0.9,21.1,0.5,16.5,10.3,8.4,7.6,25.8,0.08
275,Wilson Chandler,LAC,32,51,35,16,23.1,108.5,3.3,13.2,19.2,0.5,13,0.4,15.2,9,5.9,6.2,23.8,0.069
276,Klay Thompson,GSW,29,78,55,23,34,108.5,3.4,8.9,13.3,1.1,19.8,0.6,13.5,12.5,9.8,10.7,33.7,0.101
277,Ryan Anderson,MIA,31,25,7,18,12.9,108.6,1.4,11.2,15.3,0.2,9.5,0,5,5.5,3.1,5,13.8,0.037
278,Jared Dudley,BKN,33,59,28,31,20.7,108.6,2.1,9.6,14.5,0.6,21.1,0.3,17,7.2,5.9,4.3,20.5,0.06
279,Anthony Tolliver,MIN,34,65,27,38,16.6,108.6,2.5,14.3,21.3,0.3,9.9,0.3,21.2,4.7,5.2,3.8,16.2,0.049
280,Courtney Lee,DAL,33,34,6,28,12.6,108.6,1.3,10.5,15.5,0.6,29.6,0.1,9.4,2.9,3.2,4,12.9,0.038
281,Clint Capela,HOU,25,67,44,23,33.6,108.7,8.2,24.1,36.4,0.7,12.1,1.5,43.8,11.4,9.1,10,35.5,0.098
282,Dorian Finney-Smith,DAL,26,81,33,48,24.5,108.7,3.1,11.9,17.6,0.9,25.4,0.4,19.6,8.1,6.7,8,24,0.072
283,Andrew Harrison,NOP,24,17,6,11,10.9,108.7,0.8,7.4,11.6,0.2,13.3,0.1,18.2,4.9,2.2,2.9,9.5,0.03
284,Caris LeVert,BKN,24,40,19,21,26.6,108.7,2.9,10,15.6,1.1,28,0.4,13,8.7,8.6,7.4,26.7,0.077
285,Salah Mejri,DAL,33,36,13,23,11.1,108.7,2.6,21.6,33.3,0.3,21.7,0.7,60.5,2.8,3.3,3.6,11.2,0.033
286,Nemanja Bjelica,SAC,31,77,38,39,23.2,108.7,4.1,17.1,25,0.7,16.3,0.7,34.1,8.3,6.5,6.9,25.2,0.068
287,Torrey Craig,DEN,28,75,50,25,20,108.7,2.3,11.2,16.4,0.5,15.9,0.6,29.1,6.2,4.8,5,19.9,0.058
288,Patrick Beverley,LAC,30,78,48,30,27.4,108.7,4,13.5,20.1,0.9,21.6,0.6,20.8,9.4,8,7.9,28,0.079
289,Tyus Jones,MIN,23,68,29,39,22.9,108.7,1.6,6.9,10.3,1.2,28.5,0.1,3.4,6.4,6.5,6.6,24,0.067
290,Willie Cauley-Stein,SAC,25,81,39,42,27.3,108.7,6.1,21.3,31.3,1.2,24,0.6,24.8,8.8,7.9,8.1,29.1,0.079
291,T.J. McConnell,PHI,27,76,46,30,19.3,108.8,1.9,9.4,13.7,1,34.1,0.2,11,6,5.2,5.8,20.3,0.056
292,Brandon Ingram,LAL,21,52,25,27,33.9,108.8,4.3,11.3,16.8,0.5,11.1,0.6,14.4,13.1,9.9,12.5,36.2,0.098
293,Dusty Hannahs,MEM,25,2,0,2,13,108.8,0.5,3.6,6.3,0.5,20,0,0,2,4.5,5.5,17,0.041
294,Chris Chiozza,HOU,23,7,6,1,4.6,108.8,0.4,11.1,16.7,0.1,14.3,0.1,25,0.9,1.4,2.1,7.4,0.014
295,Michael Beasley,LAL,30,26,11,15,10.7,108.8,1.8,15.3,23.2,0.3,22.5,0.4,32.3,3.8,3.6,3.4,10.8,0.031
296,Duncan Robinson,MIA,25,15,7,8,10.7,108.8,1.1,9.1,14,0.3,21.7,0,0,3.5,4.4,2.5,10.3,0.031
297,Ben Simmons,PHI,22,79,50,29,34.2,108.9,6.6,17.9,25.5,1.4,26.8,0.8,20.6,13.4,8.7,11.1,37.6,0.099
298,Marcus Morris Sr.,BOS,29,75,44,31,27.9,108.9,5.1,17.6,25.4,0.6,12,0.3,12,9.1,7,8.4,26.8,0.08
299,Jake Layman,POR,25,71,46,25,18.7,108.9,2.3,11.5,16.5,0.4,18.2,0.4,23.3,6.8,5.3,4.9,19.5,0.054
300,Yogi Ferrell,SAC,26,71,33,38,15,108.9,1.4,8.5,13.1,0.5,21.8,0.1,4.8,5.4,4.7,4,15.5,0.043
301,Richaun Holmes,PHX,25,70,16,54,16.9,108.9,3.1,17.3,28.3,0.6,19.4,1.1,51.3,6.4,5.8,4.9,16.9,0.049
302,CJ McCollum,POR,27,70,43,27,33.9,108.9,3.1,8.7,12.2,0.8,15.6,0.4,11,10.4,9.9,9.7,34.1,0.097
303,Gorgui Dieng,MIN,29,76,33,43,13.6,109,3,22.5,33.1,0.6,23.8,0.5,46.6,4.1,3.7,3.7,13.1,0.04
304,Ben McLemore,SAC,26,19,7,12,8.3,109,0.7,8.9,12.7,0.3,20.7,0.2,30,2.9,2.6,2.9,8.9,0.025
305,Will Barton,DEN,28,43,27,16,27.7,109.1,3.9,13.7,19.4,0.4,9.7,0.5,21,8.9,6.8,7.9,28.9,0.079
306,Jaylen Adams,ATL,23,34,13,21,12.6,109.1,1.4,10.9,16.2,0.4,17.9,0.1,10.2,4.7,4,3.2,11.8,0.036
307,Frank Kaminsky,CHA,26,47,22,25,16.1,109.1,2.6,16.4,24.3,0.3,11.1,0.3,15.2,4.1,3.9,3.9,15.8,0.045
308,JaMychal Green,LAC,29,65,31,34,21.1,109.1,4.7,21.8,32.5,0.7,19.2,0.5,22.5,8,5.5,6.4,18.9,0.059
309,Evan Turner,POR,30,73,47,26,22,109.1,4,16.7,23.9,0.5,18.1,0.2,12.8,6.6,6.3,6.4,20.7,0.062
310,De'Aaron Fox,SAC,21,81,39,42,31.4,109.1,3.2,9.5,14.1,1.6,28.9,0.6,18.1,10.6,9.4,9.8,34.4,0.089
311,Patty Mills,SAS,30,82,48,34,23.3,109.1,1.9,7.6,11.3,0.6,21.6,0.1,5.5,7.3,6.5,6.7,23.6,0.067
312,Austin Rivers,HOU,26,76,45,31,26.7,109.1,1.8,6.5,10.1,0.6,13.5,0.3,11.2,8.8,7.7,8.3,28.2,0.076
313,Jrue Holiday,NOP,29,67,30,37,35.8,109.1,3.9,9.9,14.1,1.6,28.4,0.8,17.9,13.5,10.1,10.5,36.8,0.099
314,Harry Giles III,SAC,21,58,26,32,14.1,109.1,2.7,17.1,25.8,0.5,22,0.4,30.1,5.3,4.4,4.1,15.2,0.04
315,Michael Carter-Williams,ORL,27,28,17,11,13.3,109.2,1.8,14.3,19.6,0.7,32.3,0.5,30.6,3.8,3.4,3,14.9,0.039
316,Mo Bamba,ORL,21,47,19,28,16.3,109.2,3.6,21.3,31.9,0.3,13.3,1.4,58.7,5.1,4.4,4.3,15.3,0.046
317,Lou Williams,LAC,32,75,47,28,26.6,109.2,2.4,8.1,12.5,0.8,19.8,0.1,5.1,9.5,8.7,8,28,0.075
318,Bogdan Bogdanovic,SAC,26,70,32,38,27.8,109.3,2.9,9.8,14.7,1,22.6,0.2,8.9,9.8,8.4,7.2,27.9,0.075
319,Allonzo Trier,NYK,23,64,13,51,22.8,109.3,2.6,10.7,16.1,0.4,13.6,0.2,7.8,8.3,7.4,5.6,24.5,0.063
320,Landry Shamet,LAC,22,79,51,28,22.8,109.3,1.4,6,8.6,0.5,13.4,0.1,5.8,8.5,5.6,6.5,25.2,0.063
321,Blake Griffin,DET,30,75,39,36,35,109.3,6.2,18.2,25.7,0.7,14.4,0.4,13.7,11.7,7.8,9.2,35.6,0.095
322,Gerald Green,HOU,33,73,47,26,20.2,109.3,2.1,10,15.3,0.5,14.1,0.4,17.9,6.5,5.8,5.4,21.9,0.056
323,DeAndre' Bembry,ATL,24,82,29,53,23.6,109.4,3.7,14.8,22.1,1.3,31.6,0.5,19.9,10.6,7.2,7.4,23.3,0.064
324,Harrison Barnes,SAC,27,77,34,43,32.9,109.4,3.9,11.1,15.8,0.6,13.2,0.2,6,11,9,11.5,34.5,0.087
325,Wesley Matthews,IND,32,69,27,42,30.3,109.4,2,6.3,9.2,0.8,17.1,0.2,9.1,10.6,8.3,11.2,30.6,0.083
326,Melvin Frazier Jr.,ORL,22,10,8,2,4.4,109.5,0.2,4.5,5.7,0.1,10,0,0,0.8,0.9,1.6,4.4,0.012
327,Ivan Rabb,MEM,22,49,20,29,14.7,109.5,2.8,19.7,28.6,0.3,13.4,0.3,21.9,6,3.4,5.8,13.8,0.04
328,P.J. Tucker,HOU,34,82,53,29,34.2,109.5,4.4,12.9,19.8,1.6,25.9,0.5,13.8,11.4,9.1,10.5,36.2,0.091
329,Deng Adel,CLE,22,19,4,15,10.2,109.5,0.8,8.9,12.2,0.1,5.9,0.2,40,3.1,1.9,2.7,10.5,0.027
330,Wendell Carter Jr.,CHI,20,44,10,34,25.2,109.5,5,19.8,28.8,0.6,13.5,1.3,54.2,8.7,6.7,7.2,22.9,0.067
331,Ian Clark,NOP,28,60,24,36,16.2,109.6,1.3,7.1,10.3,0.4,17.3,0.1,7.6,5.9,4.7,5.3,17.1,0.044
332,Mitchell Robinson,NYK,21,66,16,50,20.6,109.6,3.7,16.6,24.6,0.8,26.9,2.4,69.7,7.2,6.6,4.8,21.1,0.055
333,JaKarr Sampson,CHI,26,4,1,3,31.8,109.6,6.8,19.6,27.6,1,25,0.8,27.3,7,12.5,7,29,0.083
334,Jeremy Lamb,CHA,27,79,38,41,28.5,109.6,4.7,15.9,23.4,1.1,25.5,0.4,14.2,7.9,8,7.6,28,0.075
335,Troy Williams,SAC,24,21,7,14,14.9,109.6,2.2,14.4,21.3,0.5,20.8,0.4,28.6,5.5,4.3,4.5,15.7,0.041
336,Jaron Blossomgame,CLE,25,27,4,23,16.3,109.6,2.7,16.2,24.8,0.3,12.3,0.3,24.2,5.3,4.2,4.6,16.6,0.043
337,Kenneth Faried,HOU,29,37,21,16,19.7,109.6,4.1,21,32.5,0.5,11.2,0.6,31.5,6.5,5.6,5.3,21.7,0.054
338,Dirk Nowitzki,DAL,41,51,17,34,15.6,109.7,3,18,25.4,0.2,10.1,0.4,30.5,4.4,4.4,5,15.1,0.041
339,Amir Johnson,PHI,32,51,32,19,10.4,109.7,2,18.5,26.4,0.3,17.4,0.3,22.8,4.1,2.5,3,11.5,0.028
340,Chris Boucher,TOR,26,28,21,7,5.8,109.7,1.4,20.9,32.3,0.2,24,0.9,68.6,2.1,2.3,2.3,6.2,0.016
341,Jordan McRae,WAS,28,27,9,18,12.3,109.7,1.3,9.5,14,0.5,28.9,0.3,20,3.9,3.6,3.9,14.4,0.033
342,Kyle Kuzma,LAL,23,70,33,37,33.1,109.7,4.6,12.7,18.2,0.6,11.5,0.4,9.9,12.4,9.2,10.3,35,0.087
343,Spencer Dinwiddie,BKN,26,68,36,32,28.1,109.8,2.1,6.9,10.3,0.6,17.2,0.3,11.6,9.6,8.6,6.8,28.9,0.073
344,James Ennis III,PHI,28,58,35,23,21.2,109.8,2.1,9.9,15.2,0.7,17.8,0.4,15.8,9.1,5.9,5.7,23.4,0.054
345,Darius Miller,NOP,29,69,31,38,25.5,109.8,1.7,5.9,8.5,0.6,15.6,0.3,11.5,9.1,7.4,7.6,26.8,0.066
346,Gary Clark,HOU,24,51,33,18,12.6,109.8,1.8,14.4,22.4,0.4,19.4,0.5,31,4.7,4.4,3.2,14.3,0.033
347,Robin Lopez,CHI,31,74,20,54,21.7,109.9,2,8.5,12.2,0.1,5,1.1,51,7.4,6,5.7,22,0.056
348,Dwight Powell,DAL,27,77,31,46,21.6,109.9,3.5,16,23.3,0.6,20.6,0.6,33.8,6,5.6,5.9,20.8,0.056
349,Patrick McCaw,TOR,23,29,17,12,13.7,109.9,1.4,10.5,15.6,0.8,31.5,0.1,4.9,5.7,3.9,4.3,14.3,0.035
350,Montrezl Harrell,LAC,25,82,48,34,26.3,109.9,4.3,14.6,21.9,0.9,22.5,1.3,46,9.9,8.1,7.7,26.9,0.068
351,Devin Harris,DAL,36,68,28,40,15.7,109.9,1.5,9,13.2,0.5,27.8,0.2,16,4.5,4.6,4.8,15.9,0.04
352,Cheick Diallo,NOP,22,64,27,37,14,110,4,26,37.4,0.5,23.6,0.5,37.9,5.8,4.1,4.3,14.7,0.036
353,Buddy Hield,SAC,26,82,39,43,31.9,110,3.7,11,16.4,0.7,12.7,0.4,13.2,10.5,10,9.6,34.1,0.081
354,Kentavious Caldwell-Pope,LAL,26,82,37,45,24.8,110.1,2.3,8.8,13.1,0.9,23,0.2,6.4,10,7.8,7.4,26.4,0.062
355,Anthony Davis,NOP,26,56,25,31,33,110.1,8.9,24.9,35.4,1.6,28,2.4,59,11.7,8.7,10.6,33.8,0.082
356,DeAndre Jordan,NYK,30,69,25,44,29.7,110.1,9.8,31.5,44.4,0.6,14.6,1.1,44.2,11.8,7.8,11.2,29.3,0.073
357,Justin Holiday,MEM,30,82,25,57,31.8,110.1,3.4,10.3,15.4,1.5,27.9,0.4,14.6,11.3,8.6,10,30.5,0.081
358,Marco Belinelli,SAS,33,79,46,33,23,110.1,2.3,9.3,13.5,0.4,16.8,0.1,4.5,7.6,6.3,7,23.1,0.059
359,Bryn Forbes,SAS,25,82,48,34,28,110.2,2.7,9.6,13.5,0.5,14.1,0,1.9,8.6,7,8,26.4,0.069
360,Ryan Arcidiacono,CHI,25,81,22,59,24.2,110.2,2.4,9.6,14,0.8,21.3,0,2.4,7.8,6.9,6.5,24.1,0.06
361,Kent Bazemore,ATL,29,67,24,43,24.5,110.2,3.3,12.6,19.5,1.3,30.6,0.6,21.1,10.3,7.9,7.2,23.9,0.061
362,Avery Bradley,MEM,28,63,31,32,30.2,110.2,2.1,6.5,9.6,0.7,17.2,0.3,9.4,11.3,8.5,10.5,31.5,0.078
363,Malcolm Miller,TOR,26,10,9,1,6.7,110.2,0.4,4.8,7,0.1,10,0.1,10,3.7,2.2,2.4,6.8,0.017
364,Jordan Loyd,TOR,25,12,11,1,4.6,110.2,0.7,13.3,20,0,0,0,0,3.3,1.3,2,5,0.012
365,Ante Zizic,CLE,22,59,13,46,18.3,110.2,3.6,19.3,27.5,0.2,9.8,0.4,34.9,6.2,4.5,5.8,18.8,0.046
366,Hamidou Diallo,OKC,20,51,29,22,10.3,110.3,1.2,11,16.9,0.4,20.2,0.2,13,3.9,3.6,3,11.7,0.025
367,Scott Machado,LAL,29,4,3,1,4.8,110.3,0,0,0,0.3,50,0,0,2,1.3,1.3,3.5,0.011
