,CoachID,Name,NFL Coach Experience (thru 2023),College/Other Exp (thru 2023),Date of Birth,NFL Playing Exp,"Highest Pos NFL (1=HC, 2=Coord, 3=ST, Pos or Lower)",Highest Pos College / other Pro,# seasons as NFL Coordinator,Off/Def side of ball,1st Season as NFL HC,W,L,%,P_W,P_L,P_%,URL
377,238929.0,"Hamlin, Mike",1.0,2.0,11/21/1985 0:00:00,3.0,3.0,GA,0.0,ST,,,,,,,,
378,995136.0,"Heffernan, Terry",6.0,7.0,,0.0,3.0,OL,0.0,Off,,53.0,35.0,0.602,3.0,4.0,0.429,https://pro-football-history.com/coach/2273/terry-heffernan-bio
379,145620.0,"Jarrett, Kyshoen",1.0,5.0,5/4/1993 0:00:00,1.0,3.0,DB,0.0,Def,,3.0,13.0,0.188,0.0,0.0,0.0,https://pro-football-history.com/coach/13391/kyshoen-jarrett-bio
380,751260.0,"Jackson, Kenyon",2.0,0.0,4/16/1998 0:00:00,0.0,3.0,,0.0,Def,,12.0,21.0,0.368,0.0,0.0,0.0,https://pro-football-history.com/coach/13949/kenyon-jackson-bio
381,198753.0,"Kiffin, Chris",6.0,13.0,1/19/1982 0:00:00,0.0,3.0,DC,0.0,,,57.0,57.0,0.5,4.0,3.0,0.571,https://pro-football-history.com/coach/12302/chris-kiffin-bio
382,325708.0,Klint Kubiak,10.0,4.0,2/17/1987 0:00:00,0.0,2.0,WR,3.0,Off,,74.0,88.0,0.457,3.0,2.0,0.6,https://pro-football-history.com/coach/2302/klint-kubiak-bio
383,286456.0,"Woods, Joe",20.0,12.0,6/25/1970 0:00:00,0.0,2.0,DB,6.0,Def,,159.0,162.0,0.495,7.0,6.0,0.538,https://pro-football-history.com/coach/1013/joe-woods-bio
384,806779.0,"Valero, Kyle",12.0,3.0,4/24/1986 0:00:00,0.0,3.0,QC,0.0,Off,,113.0,97.0,0.538,3.0,6.0,0.333,https://pro-football-history.com/coach/1043/kyle-valero-bio
385,373821.0,"Jackson, Rashad",3.0,23.0,1/1/1980 0:00:00,0.0,3.0,OC,0.0,Off,,,,,,,,
386,918052.0,"Morris, Mike",7.0,0.0,,0.0,3.0,,0.0,,,57.0,55.0,0.509,3.0,2.0,0.6,https://pro-football-history.com/coach/2133/mike-morris-bio
387,616917.0,"Downard, Ryan",9.0,10.0,,0.0,3.0,DB,0.0,Def,,72.0,58.0,0.553,3.0,4.0,0.429,https://pro-football-history.com/coach/12062/ryan-downard-bio
388,190090.0,"Jones, Chris",1.0,27.0,9/25/1967 0:00:00,0.0,3.0,HC,0.0,Def,,6.0,10.0,0.375,0.0,0.0,0.0,https://pro-football-history.com/coach/12685/chris-jones-bio
389,146962.0,"Kirkland, Levon",2.0,,2/17/1969 0:00:00,11.0,3.0,DC,0.0,,,20.0,11.0,0.641,1.0,1.0,0.5,https://pro-football-history.com/coach/2748/levon-kirkland-bio
390,728250.0,"Fakes, Zane",6.0,3.0,10/19/1990 0:00:00,0.0,3.0,GA,0.0,,,50.0,48.0,0.51,1.0,2.0,0.333,https://pro-football-history.com/coach/12820/zane-fakes-bio
391,424917.0,"Donatell, Thomas",7.0,2.0,3/29/1989 0:00:00,0.0,3.0,GA,0.0,Def,,,,,,,,
392,706906.0,"Hunt, John",2.0,6.0,11/6/1962 0:00:00,2.0,3.0,OL,0.0,Off,,12.0,20.0,0.375,0.0,0.0,0.0,https://pro-football-history.com/coach/11893/john-hunt-bio
393,428449.0,"Hazelton, Scottie",3.0,25.0,12/19/1973 0:00:00,0.0,3.0,DC,0.0,Def,,11.0,37.0,0.229,0.0,0.0,0.0,https://pro-football-history.com/coach/2270/scottie-hazelton-bio
394,103793.0,"Boniol, Chris",9.0,10.0,12/9/1971 0:00:00,7.0,3.0,ST,0.0,Off,,72.0,74.0,0.493,5.0,2.0,0.714,https://pro-football-history.com/coach/972/chris-boniol-bio
395,959509.0,"Mora, Jim",20.0,10.0,5/24/1935 0:00:00,0.0,1.0,GA,0.0,Def,1986.0,,,,,,,
396,753177.0,Miles Smith,4.0,3.0,,0.0,3.0,DB,0.0,Def,,15.0,50.0,0.235,0.0,0.0,0.0,https://pro-football-history.com/coach/2428/miles-smith-bio
397,344746.0,"McCarthy, Mike",31.0,0.0,11/10/1963 0:00:00,0.0,3.0,QB,0.0,Off,,283.0,193.0,0.594,14.0,16.0,0.467,https://pro-football-history.com/coach/254/mike-mccarthy-bio
398,895035.0,"Coyle, Kevin",17.0,23.0,1/14/1956 0:00:00,0.0,2.0,DC,4.0,Def,,114.0,144.0,0.442,0.0,3.0,0.0,https://pro-football-history.com/coach/640/kevin-coyle-bio
399,310450.0,"Wharton, Travelle",3.0,1.0,5/19/1981 0:00:00,10.0,3.0,QC,0.0,Off,,49.0,65.0,0.43,0.0,2.0,0.0,https://pro-football-history.com/coach/12051/travelle-wharton-bio
400,837994.0,"Phillips, Joker",1.0,39.0,5/12/1963 0:00:00,2.0,3.0,HC,0.0,Off,,27.0,21.0,0.562,2.0,1.0,0.667,https://pro-football-history.com/coach/2385/joker-phillips-bio
401,804603.0,"Shea, Terry",8.0,30.0,6/12/1946 0:00:00,0.0,2.0,HC,1.0,Off,,54.0,74.0,0.422,0.0,2.0,0.0,https://pro-football-history.com/coach/1284/terry-shea-bio
402,109901.0,"Musgrave, Bill",21.0,2.0,11/11/1967 0:00:00,5.0,2.0,OC,10.0,Off,,159.0,177.0,0.473,1.0,6.0,0.143,https://pro-football-history.com/coach/808/bill-musgrave-bio
403,360134.0,"Sidwell, Steve",21.0,11.0,8/30/1944 0:00:00,0.0,2.0,DC,17.0,Def,,174.0,153.0,0.532,1.0,7.0,0.125,https://pro-football-history.com/coach/1673/steve-sidwell-bio
404,410839.0,"Woods, Carlos",4.0,4.0,4/21/1980 0:00:00,0.0,3.0,GA,0.0,Def,,37.0,11.0,0.771,4.0,2.0,0.667,https://pro-football-history.com/coach/11774/carlos-woods-bio
405,611165.0,"Sandusky, Jon",10.0,1.0,2/21/1977 0:00:00,0.0,3.0,DC,0.0,Def,,98.0,61.0,0.616,10.0,7.0,0.588,https://pro-football-history.com/coach/2656/jon-sandusky-bio
406,427563.0,"Gray, Jerry",27.0,2.0,12/16/1962 0:00:00,9.0,2.0,DB,9.0,Def,,226.0,208.0,0.521,7.0,9.0,0.438,https://pro-football-history.com/coach/927/jerry-gray-bio
407,166080.0,Joseph Graves,2.0,6.0,11/18/1968 0:00:00,0.0,3.0,ST,0.0,Off,,,,,,,,
408,338655.0,"Marinelli, Rod",26.0,20.0,7/13/1949 0:00:00,0.0,1.0,AH,9.0,Def,2006.0,217.0,200.0,0.52,8.0,10.0,0.444,https://pro-football-history.com/coach/247/rod-marinelli-bio
409,199221.0,"Willis, Keith",4.0,20.0,7/29/1959 0:00:00,11.0,3.0,AHC,0.0,Def,,25.0,23.0,0.521,1.0,1.0,0.5,https://pro-football-history.com/coach/2763/keith-willis-bio
410,184716.0,"Diaco, Bobby",0.0,24.0,2/19/1973 0:00:00,0.0,3.0,HC,0.0,Def,,,,,,,,
411,862437.0,"Harris, James",12.0,0.0,7/20/1947 0:00:00,13.0,3.0,,0.0,,,,,,,,,
412,815379.0,"Curl, Dick",8.0,28.0,5/4/1940 0:00:00,0.0,3.0,HC,0.0,Off,,,,,,,,
413,308715.0,"Kovacs, Jordan",5.0,2.0,6/12/1990 0:00:00,4.0,3.0,AP,0.0,Def,,37.0,44.0,0.457,5.0,2.0,0.714,https://pro-football-history.com/coach/12721/jordan-kovacs-bio
414,447099.0,"Yates, Billy",7.0,7.0,4/15/1980 0:00:00,8.0,3.0,AP,0.0,Off,,36.0,62.0,0.369,0.0,1.0,0.0,https://pro-football-history.com/coach/12373/billy-yates-bio
415,650678.0,"Maffei, Bobby",3.0,0.0,4/13/1987 0:00:00,0.0,3.0,AP,0.0,Off,,9.0,25.0,0.265,0.0,0.0,0.0,https://pro-football-history.com/coach/14015/bobby-maffei-bio
416,823388.0,"Baker, Kenneth",1.0,11.0,1/1/1985 0:00:00,0.0,3.0,DL,0.0,Def,,,,,,,,
417,737285.0,"Collins, Mark",11.0,11.0,1/16/1964 0:00:00,0.0,3.0,DB,0.0,Def,,83.0,93.0,0.472,3.0,4.0,0.429,https://pro-football-history.com/coach/2235/mark-collins-bio
418,609076.0,"Jackson, Thadeus",15.0,5.0,1/1/1981 0:00:00,0.0,3.0,Strength Coach,0.0,,,155.0,86.0,0.642,13.0,11.0,0.542,https://pro-football-history.com/coach/1019/thadeus-jackson-bio
419,986438.0,"Lewis, Eric",2.0,19.0,1/1/1976 0:00:00,0.0,3.0,DC,0.0,,,21.0,11.0,0.656,1.0,1.0,0.5,https://pro-football-history.com/coach/1104/eric-lewis-bio
420,991572.0,"Roeder, Ryan",7.0,12.0,2/14/1980 0:00:00,0.0,3.0,WR,0.0,OFF,,42.0,70.0,0.375,0.0,1.0,0.0,https://pro-football-history.com/coach/2399/ryan-roeder-bio
421,233068.0,"Vlachos, William",2.0,8.0,5/26/1988 0:00:00,1.0,3.0,OL,0.0,Off,,15.0,17.0,0.469,0.0,1.0,0.0,https://pro-football-history.com/coach/12114/william-vlachos-bio
422,568069.0,"Egorugwu, John",8.0,7.0,5/21/1986 0:00:00,0.0,3.0,LB,0.0,Def,,66.0,63.0,0.511,3.0,4.0,0.429,https://pro-football-history.com/coach/2828/john-egorugwu-bio
423,971515.0,"Wiegand, Matt",1.0,4.0,,0.0,3.0,GA,0.0,Off,,2.0,14.0,0.125,0.0,0.0,0.0,https://pro-football-history.com/coach/2311/matt-wiegand-bio
424,267106.0,"Riley, Mike",4.0,26.0,7/6/1953 0:00:00,0.0,1.0,HC,0.0,Def,1999.0,23.0,41.0,0.359,0.0,0.0,0.0,https://pro-football-history.com/coach/333/mike-riley-bio
425,361225.0,"Judkins, Tyler",6.0,6.0,,0.0,3.0,Strength Coach,0.0,ST,,59.0,39.0,0.602,6.0,3.0,0.667,https://pro-football-history.com/coach/12890/tyler-judkins-bio
426,223870.0,"Williams, Doug",21.0,14.0,8/9/1955 0:00:00,9.0,3.0,HC,0.0,,,7.0,9.0,0.438,0.0,0.0,0.0,https://pro-football-history.com/coach/11663/doug-williams-bio
427,483365.0,Jeff Hurd,23.0,0.0,5/25/1964 0:00:00,1.0,3.0,,0.0,Strength,,203.0,165.0,0.552,7.0,10.0,0.412,https://pro-football-history.com/coach/2065/jeff-hurd-bio
428,986640.0,"Dawson, Mike",4.0,20.0,,0.0,3.0,DC,0.0,Def,,31.0,33.0,0.484,0.0,1.0,0.0,https://pro-football-history.com/coach/2468/mike-dawson-bio
429,149701.0,"Wolford, Eric",2.0,27.0,4/5/1971 0:00:00,1.0,3.0,OL,0.0,Off,,7.0,25.0,0.219,0.0,0.0,0.0,https://pro-football-history.com/coach/2357/eric-wolford-bio
430,309616.0,"Canada, Matt",4.0,24.0,1/19/1972 0:00:00,0.0,2.0,OC,3.0,Off,,40.0,26.0,0.605,0.0,3.0,0.0,https://pro-football-history.com/coach/13532/matt-canada-bio
431,965537.0,"Torine, Jon",17.0,0.0,6/10/1971 0:00:00,0.0,3.0,ST,0.0,ST,,164.0,108.0,0.603,11.0,12.0,0.478,https://pro-football-history.com/coach/2659/jon-torine-bio
432,361579.0,"Cable, Tom",16.0,19.0,11/26/1964 0:00:00,0.0,1.0,HC,0.0,Off,2009.0,130.0,126.0,0.508,8.0,5.0,0.615,https://pro-football-history.com/coach/48/tom-cable-bio
433,145805.0,"Keyes, Derik",11.0,2.0,9/29/1985 0:00:00,0.0,3.0,,0.0,,,86.0,91.0,0.486,3.0,4.0,0.429,https://pro-football-history.com/coach/2221/derik-keyes-bio
434,557478.0,"Woodfin, Zac",3.0,8.0,3/19/1983 0:00:00,2.0,3.0,,0.0,,,34.0,13.0,0.719,1.0,3.0,0.25,https://pro-football-history.com/coach/1030/zac-woodfin-bio
435,508572.0,"Vieira, John",4.0,0.0,,0.0,3.0,,0.0,,,12.0,22.0,0.353,0.0,0.0,0.0,https://pro-football-history.com/coach/13934/john-vieira-bio
436,964991.0,"Wachenheim, Scott",1.0,31.0,8/13/1962 0:00:00,0.0,3.0,HC,0.0,Off,,4.0,12.0,0.25,0.0,0.0,0.0,https://pro-football-history.com/coach/11984/scott-wachenheim-bio
437,943282.0,Keith Gray,9.0,13.0,9/2/1921 0:00:00,1.0,3.0,,0.0,Off/Def,,69.0,59.0,0.539,4.0,3.0,0.571,https://pro-football-history.com/coach/959/keith-gray-bio
438,918307.0,"Alley, Joe",19.0,0.0,11/8/1976 0:00:00,0.0,3.0,,0.0,Def,,178.0,127.0,0.584,9.0,8.0,0.529,https://pro-football-history.com/coach/11906/joe-alley-bio
439,530344.0,"D'Alessandris, Joe",15.0,30.0,4/29/1954 0:00:00,0.0,3.0,OC,0.0,Off,,119.0,124.0,0.49,3.0,6.0,0.333,https://pro-football-history.com/coach/813/joe-dalessandris-bio
440,479854.0,Rusty Jones,35.0,0.0,8/14/1953 0:00:00,0.0,2.0,,29.0,Off/Def,,299.0,262.0,0.533,15.0,15.0,0.5,https://pro-football-history.com/coach/1054/rusty-jones-bio
441,232818.0,"Crosby, Steve",26.0,4.0,7/3/1950 0:00:00,3.0,2.0,OC,2.0,Off,,235.0,232.0,0.503,7.0,12.0,0.368,https://pro-football-history.com/coach/1244/steve-crosby-bio
442,597115.0,"Diaz-Infante, David",6.0,1.0,3/31/1964 0:00:00,7.0,3.0,HC,0.0,Off,,42.0,54.0,0.438,0.0,1.0,0.0,https://pro-football-history.com/coach/2177/david-diazinfante-bio
443,373815.0,"Thorpe, Neiko",2.0,0.0,2/1/1990 0:00:00,9.0,3.0,,0.0,Def,,18.0,16.0,0.529,0.0,1.0,0.0,https://pro-football-history.com/coach/14119/neiko-thorpe-bio
444,407880.0,"Dowhower, Rod",20.0,10.0,4/15/1943 0:00:00,0.0,1.0,HC,9.0,Off,1985.0,153.0,170.0,0.474,9.0,6.0,0.6,https://pro-football-history.com/coach/104/rod-dowhower-bio
445,177127.0,Tony Ollison,6.0,0.0,,0.0,3.0,,0.0,Strength,,,,,,,,
446,417438.0,"Frazier, Erik",2.0,7.0,1/1/1989 0:00:00,0.0,3.0,WR,0.0,,,19.0,15.0,0.559,0.0,1.0,0.0,https://pro-football-history.com/coach/13692/erik-frazier-bio
447,202375.0,"Davis, Wendel",5.0,,,,,,,,,56.0,27.0,0.675,3.0,4.0,0.429,https://pro-football-history.com/coach/12720/wendel-davis-bio
448,730299.0,"Polian, Dennis",8.0,18.0,8/18/1973 0:00:00,0.0,3.0,OL,0.0,Off,,18.0,14.0,0.562,1.0,1.0,0.5,https://pro-football-history.com/coach/1228/dennis-polian-bio
449,142047.0,"Lewis, Albert",2.0,0.0,10/6/1960 0:00:00,16.0,3.0,,0.0,Def,,21.0,11.0,0.656,0.0,1.0,0.0,https://pro-football-history.com/coach/11826/albert-lewis-bio
450,307295.0,"Armatas, Phil",10.0,4.0,,0.0,3.0,TE,0.0,Off,,,,,,,,
451,893955.0,"Maalouf, Marwan",16.0,4.0,11/26/1976 0:00:00,0.0,3.0,OL,14.0,ST,,131.0,125.0,0.512,6.0,7.0,0.461,https://pro-football-history.com/coach/799/marwan-maalouf-bio
452,403320.0,"Meidt, Chris",2.0,13.0,6/1/1969 0:00:00,0.0,3.0,OC,0.0,Off,,12.0,20.0,0.375,0.0,0.0,0.0,https://pro-football-history.com/coach/11885/chris-meidt-bio
453,908001.0,"Kotite, Rich",20.0,0.0,10/13/1942 0:00:00,6.0,1.0,,6.0,off,1991.0,143.0,166.0,0.463,2.0,6.0,0.25,https://pro-football-history.com/coach/220/rich-kotite-bio
454,305434.0,Vince Oghobaase,3.0,11.0,1/24/1987 0:00:00,1.0,3.0,DL,0.0,Def,,8.0,24.0,0.25,0.0,0.0,0.0,https://pro-football-history.com/coach/2823/vince-oghobaase-bio
455,637713.0,"Muir, Bill",30.0,7.0,10/26/1942 0:00:00,0.0,2.0,DC,11.0,Off,,243.0,292.0,0.454,6.0,9.0,0.4,https://pro-football-history.com/coach/1661/bill-muir-bio
456,606402.0,"Gruden, Jay",18.0,7.0,3/4/1967 0:00:00,0.0,1.0,HC,4.0,Off,2014.0,123.0,137.0,0.473,3.0,6.0,0.333,https://pro-football-history.com/coach/629/jay-gruden-bio
457,611180.0,"Murphy, Tyler",2.0,4.0,1/12/1992 0:00:00,1.0,3.0,,0.0,,,,,,,,,
458,617019.0,"Tandy, Keith",4.0,5.0,2/12/1989 0:00:00,7.0,3.0,AP,0.0,Def,,41.0,26.0,0.612,6.0,3.0,0.667,https://pro-football-history.com/coach/13628/keith-tandy-bio
459,991694.0,"Elliott, Scott",5.0,6.0,,0.0,3.0,WR,0.0,ST,,56.0,27.0,0.675,2.0,4.0,0.333,https://pro-football-history.com/coach/12828/scott-elliott-bio
460,428828.0,"Luther, Hal",12.0,5.0,,0.0,3.0,ST,0.0,ST,,103.0,75.0,0.579,5.0,6.0,0.455,https://pro-football-history.com/coach/2280/hal-luther-bio
461,723486.0,"Phillips, Spencer",3.0,2.0,10/18/1990 0:00:00,0.0,3.0,AP,0.0,OFF,,31.0,17.0,0.646,4.0,2.0,0.667,https://pro-football-history.com/coach/11252/spencer-phillips-bio
462,449127.0,"Kubiak, Gary",25.0,2.0,8/15/1961 0:00:00,9.0,1.0,RB,13.0,Off,2006.0,257.0,170.0,0.602,19.0,10.0,0.655,https://pro-football-history.com/coach/224/gary-kubiak-bio
463,430452.0,"Garcia, Cristian",3.0,3.0,,0.0,3.0,GA,0.0,Def,,,,,,,,
464,876963.0,"Walker, DeWayne",14.0,11.0,12/3/1960 0:00:00,0.0,3.0,AH/DB,0.0,Def,,80.0,143.0,0.359,1.0,3.0,0.25,https://pro-football-history.com/coach/1683/dewayne-walker-bio
465,839237.0,"Phair, Mike",15.0,13.0,11/8/1969 0:00:00,0.0,3.0,DL,0.0,Def,,120.0,120.0,0.5,9.0,5.0,0.643,https://pro-football-history.com/coach/1056/mike-phair-bio
466,248896.0,"Daniel, James",28.0,12.0,1/17/1953 0:00:00,0.0,3.0,OL,0.0,Off,,272.0,206.0,0.569,17.0,12.0,0.586,https://pro-football-history.com/coach/876/james-daniel-bio
467,862602.0,"Cordell, Ryan",10.0,12.0,,0.0,3.0,AP,0.0,Off,,70.0,92.0,0.432,1.0,2.0,0.333,https://pro-football-history.com/coach/13613/ryan-cordell-bio
468,168041.0,"Griffin, Brian",2.0,3.0,,0.0,3.0,GA,0.0,Def,,14.0,20.0,0.412,0.0,0.0,0.0,https://pro-football-history.com/coach/13765/brian-griffin-bio
469,757310.0,"Williams, Blake",12.0,2.0,1/1/1985 0:00:00,0.0,2.0,DC,1.0,Def,,79.0,95.0,0.455,4.0,3.0,0.571,https://pro-football-history.com/coach/759/blake-williams-bio
470,355956.0,Tyler Hughes,3.0,0.0,11/5/1980 0:00:00,5.0,3.0,,0.0,Off,,25.0,25.0,0.5,0.0,1.0,0.0,https://pro-football-history.com/coach/13635/tyler-hughes-bio
471,535832.0,"Klemm, Adrian",4.0,10.0,5/21/1977 0:00:00,6.0,3.0,AHC,0.0,Off,,33.0,32.0,0.508,0.0,2.0,0.0,https://pro-football-history.com/coach/12709/adrian-klemm-bio
472,186797.0,"Verducci, Frank",9.0,19.0,3/17/1957 0:00:00,0.0,3.0,OL,0.0,Off,,47.0,81.0,0.367,0.0,0.0,0.0,https://pro-football-history.com/coach/659/frank-verducci-bio
473,385366.0,"Martinez, Kelsey",1.0,,1/1/1994 0:00:00,0.0,3.0,,0.0,,,4.0,12.0,0.25,0.0,0.0,0.0,https://pro-football-history.com/coach/12306/kelsey-martinez-bio
474,708881.0,"McGriff, Wesley",3.0,4.0,1/23/1968 0:00:00,0.0,2.0,DB,0.0,Def,,25.0,23.0,0.521,1.0,1.0,0.5,https://pro-football-history.com/coach/2412/wesley-mcgriff-bio
475,243973.0,"Hill, Bert",15.0,15.0,1/25/1958 0:00:00,0.0,3.0,,0.0,,,105.0,119.0,0.469,1.0,5.0,0.167,https://pro-football-history.com/coach/1256/bert-hill-bio
476,848875.0,"Perry, Rod",23.0,4.0,9/11/1953 0:00:00,11.0,3.0,DB,0.0,Def,,171.0,197.0,0.465,7.0,6.0,0.538,https://pro-football-history.com/coach/1190/rod-perry-bio
477,377978.0,"Allen, Ricardo",2.0,0.0,12/18/1991 0:00:00,8.0,3.0,,0.0,Off,,20.0,14.0,0.588,0.0,2.0,0.0,https://pro-football-history.com/coach/13909/ricardo-allen-bio
478,675019.0,"Smith, Mikal",7.0,,,,,,,,,52.0,60.0,0.464,1.0,1.0,0.5,https://pro-football-history.com/coach/1057/mikal-smith-bio
479,889591.0,"Steen, Grant",7.0,8.0,,0.0,3.0,Strength Coach,0.0,ST,,48.0,35.0,0.578,1.0,3.0,0.25,https://pro-football-history.com/coach/12887/grant-steen-bio
480,927766.0,"Thompson, Deandre",3.0,8.0,11/16/1989 0:00:00,0.0,3.0,DB,0.0,DEF,,5.0,12.0,0.294,0.0,0.0,0.0,https://pro-football-history.com/coach/13938/deandre-thompson-bio
481,981578.0,"Trott, Bob",9.0,24.0,3/19/1954 0:00:00,0.0,3.0,DC,0.0,Def,,59.0,85.0,0.41,0.0,1.0,0.0,https://pro-football-history.com/coach/1679/bob-trott-bio
482,370346.0,"Hammerschmidt, Jeff",5.0,10.0,12/8/1967 0:00:00,0.0,3.0,ST,0.0,ST,,23.0,57.0,0.287,0.0,0.0,0.0,https://pro-football-history.com/coach/2745/jeff-hammerschmidt-bio
483,155028.0,"Thomas, Pat",11.0,3.0,9/1/1954 0:00:00,7.0,3.0,DC,0.0,Def,,76.0,84.0,0.475,3.0,5.0,0.375,https://pro-football-history.com/coach/2597/pat-thomas-bio
484,334589.0,"Anderson, Kevin",16.0,,,0.0,3.0,,0.0,,,35.0,60.0,0.371,0.0,1.0,0.0,https://pro-football-history.com/coach/12379/kevin-anderson-bio
485,526637.0,"Byrd, Gill",13.0,2.0,2/20/1961 0:00:00,10.0,3.0,DB,0.0,Def,,137.0,119.0,0.535,5.0,6.0,0.455,https://pro-football-history.com/coach/1048/gill-byrd-bio
486,763090.0,"Swinton, Derius",14.0,2.0,4/26/1985 0:00:00,0.0,3.0,GA,1.0,ST,,81.0,129.0,0.386,2.0,2.0,0.5,https://pro-football-history.com/coach/2088/derius-swinton-ii-bio
487,685081.0,"McCaffrey, Max",1.0,3.0,5/17/1994 0:00:00,4.0,3.0,OC,0.0,Off,,11.0,6.0,0.647,0.0,1.0,0.0,https://pro-football-history.com/coach/14098/max-mccaffrey-bio
488,814687.0,"Embree, Jon",15.0,13.0,10/15/1965 0:00:00,2.0,3.0,AH,0.0,Off,,112.0,147.0,0.432,4.0,6.0,0.4,https://pro-football-history.com/coach/2057/jon-embree-bio
489,533810.0,"Molz, Max",1.0,4.0,,0.0,3.0,GA,0.0,,,12.0,5.0,0.706,2.0,1.0,0.667,https://pro-football-history.com/coach/14116/max-molz-bio
490,989231.0,"Ross, Robin",2.0,43.0,8/17/1954 0:00:00,1.0,3.0,HC,0.0,DEF,,20.0,12.0,0.625,1.0,1.0,0.5,https://pro-football-history.com/coach/2876/robin-ross-bio
491,821514.0,"Hamdan, Bush",1.0,15.0,2/10/1986 0:00:00,0.0,3.0,OC/QB,0.0,Off,,10.0,6.0,0.625,1.0,1.0,0.5,https://pro-football-history.com/coach/3007/bush-hamdan-bio
492,110664.0,"Henderson, Jerome",17.0,0.0,8/8/1969 0:00:00,8.0,3.0,,0.0,Def,,129.0,161.0,0.445,5.0,5.0,0.5,https://pro-football-history.com/coach/974/jerome-henderson-bio
493,434792.0,"Wright, Jody",3.0,16.0,7/21/1981 0:00:00,0.0,3.0,AHC,0.0,Off,,16.0,33.0,0.327,0.0,0.0,0.0,https://pro-football-history.com/coach/12680/jody-wright-bio
494,470108.0,"Milus, Ryan",3.0,3.0,9/19/1990 0:00:00,0.0,3.0,GA,0.0,Def,,32.0,34.0,0.485,1.0,2.0,0.333,https://pro-football-history.com/coach/13407/ryan-milus-bio
495,956301.0,"Walters, Trent",12.0,23.0,11/20/1943 0:00:00,0.0,3.0,DB,0.0,Def,,122.0,86.0,0.587,7.0,8.0,0.467,https://pro-football-history.com/coach/651/trent-walters-bio
496,502889.999999999,"Giordano, Matthew",1.0,4.0,10/16/1982 0:00:00,8.0,3.0,GA,0.0,Def,,,,,,,,
497,430928.0,"Lewis, Marvin",27.0,11.0,9/23/1958 0:00:00,0.0,1.0,LB,7.0,Def,2003.0,227.0,201.0,0.53,8.0,12.0,0.4,https://pro-football-history.com/coach/236/marvin-lewis-bio
498,551895.0,Nathaniel Willingham,5.0,0.0,,0.0,3.0,,0.0,Def,,33.0,50.0,0.398,0.0,0.0,0.0,https://pro-football-history.com/coach/12846/nathaniel-willingham-bio
499,208761.0,Brad Kragthorpe,5.0,3.0,3/2/1992 0:00:00,0.0,3.0,GA,0.0,Off,,37.0,44.0,0.457,5.0,2.0,0.714,https://pro-football-history.com/coach/12728/brad-kragthorpe-bio
500,913992.0,"Michael, Jason",18.0,3.0,10/15/1978 0:00:00,0.0,2.0,TE,2.0,Off,,134.0,157.0,0.46,4.0,7.0,0.364,https://pro-football-history.com/coach/1753/jason-michael-bio
501,412791.0,"Dalrymple, Dan",17.0,17.0,8/26/1965 0:00:00,0.0,3.0,,0.0,,,167.0,107.0,0.61,9.0,8.0,0.529,https://pro-football-history.com/coach/2363/dan-dalrymple-bio
502,899400.0,"Haley, Todd",22.0,0.0,2/28/1967 0:00:00,0.0,1.0,,9.0,Off,2009.0,189.0,183.0,0.508,7.0,9.0,0.438,https://pro-football-history.com/coach/164/todd-haley-bio
503,536230.0,"Carter, Andrew",5.0,2.0,5/12/1979 0:00:00,13.0,3.0,DL,0.0,Def,,,,,,,,
504,802061.0,Alan DeGennaro,3.0,0.0,,0.0,3.0,,0.0,Strength,,19.0,29.0,0.396,0.0,0.0,0.0,https://pro-football-history.com/coach/2720/alan-degennaro-bio
505,958787.0,"Kelly, Tim",10.0,6.0,8/17/1986 0:00:00,0.0,2.0,DC,4.0,Off,,73.0,90.0,0.448,2.0,4.0,0.333,https://pro-football-history.com/coach/2234/tim-kelly-bio
506,248818.0,"LeDuc, Dana",14.0,16.0,3/22/1953 0:00:00,0.0,3.0,Strength Coach,0.0,,,114.0,110.0,0.509,6.0,4.0,0.6,https://pro-football-history.com/coach/1811/dana-leduc-bio
507,241999.0,"Distor, Joe",6.0,3.0,3/28/1992 0:00:00,0.0,3.0,GA,0.0,,,43.0,55.0,0.439,2.0,3.0,0.4,https://pro-football-history.com/coach/12387/joe-distor-bio
508,961991.0,Pat Perles,5.0,24.0,,0.0,3.0,OL,0.0,Off,,32.0,48.0,0.4,0.0,1.0,0.0,https://pro-football-history.com/coach/2078/pat-perles-bio
509,174066.0,"McClave, Andrew",2.0,0.0,11/1/1971 0:00:00,0.0,3.0,GA,0.0,Def,,6.0,26.0,0.188,0.0,0.0,0.0,https://pro-football-history.com/coach/11987/andrew-mcclave-bio
510,287906.0,"Franklin, Darryl",13.0,3.0,,0.0,3.0,GA,0.0,,,7.0,9.0,0.438,0.0,0.0,0.0,https://pro-football-history.com/coach/12499/darryl-franklin-bio
511,930288.0,"Shaw, Tom",10.0,15.0,,0.0,3.0,ST,0.0,ST,,116.0,108.0,0.518,13.0,3.0,0.812,https://pro-football-history.com/coach/12307/tom-shaw-bio
512,138235.0,"Brown, Randy",21.0,4.0,7/30/1967 0:00:00,0.0,3.0,ST,0.0,ST,,189.0,134.0,0.585,14.0,11.0,0.56,https://pro-football-history.com/coach/2168/randy-brown-bio
513,164483.0,"Carlisle, Duane",6.0,10.0,1/12/1966 0:00:00,0.0,3.0,ST,0.0,ST,,37.0,59.0,0.385,0.0,0.0,0.0,https://pro-football-history.com/coach/1303/duane-carlisle-bio
